target,regime,requested_delay,taps,sample_index,peak_index,peak_aligned_index,coefficient,normalised_coefficient
parametric-eq,window,35.1052539,129,21,32,-11,-0.00830492035,-0.007861733
parametric-eq,window,35.1052539,129,22,32,-10,-0.0185859564,-0.0175941274
parametric-eq,window,35.1052539,129,23,32,-9,-0.0264911411,-0.0250774564
parametric-eq,window,35.1052539,129,24,32,-8,-0.0305297214,-0.0289005202
parametric-eq,window,35.1052539,129,25,32,-7,-0.0297889061,-0.028199238
parametric-eq,window,35.1052539,129,26,32,-6,-0.0241324795,-0.0228446635
parametric-eq,window,35.1052539,129,27,32,-5,-0.0142686094,-0.0135071732
parametric-eq,window,35.1052539,129,28,32,-4,-0.00166654899,-0.00157761455
parametric-eq,window,35.1052539,129,29,32,-3,0.0116698596,0.0110471042
parametric-eq,window,35.1052539,129,30,32,-2,0.0235358771,0.0222798984
parametric-eq,window,35.1052539,129,31,32,-1,0.0319085182,0.0302057383
parametric-eq,window,35.1052539,129,32,32,0,1.05637273,1
parametric-eq,window,35.1052539,129,33,32,1,0.0721977934,0.0683449992
parametric-eq,window,35.1052539,129,34,32,2,0.0556238712,0.052655535
parametric-eq,window,35.1052539,129,35,32,3,0.0299186131,0.0283220233
parametric-eq,window,35.1052539,129,36,32,4,-0.000695471948,-0.000658358483
parametric-eq,window,35.1052539,129,37,32,5,-0.0311501823,-0.0294878705
parametric-eq,window,35.1052539,129,38,32,6,-0.0564231364,-0.0534121479
parametric-eq,window,35.1052539,129,39,32,7,-0.072414793,-0.0685504188
parametric-eq,window,35.1052539,129,40,32,8,-0.0766490132,-0.0725586822
parametric-eq,window,35.1052539,129,41,32,9,-0.0686714539,-0.0650068408
parametric-eq,window,35.1052539,129,42,32,10,-0.0500799436,-0.0474074559
parametric-eq,window,35.1052539,129,43,32,11,-0.0241918497,-0.0229008654
parametric-eq,window,35.1052539,129,44,32,12,0.00457912068,0.00433475851
parametric-eq,window,35.1052539,129,45,32,13,0.0315133466,0.0298316548
parametric-eq,window,35.1052539,129,46,32,14,0.0523944189,0.0495984206
parametric-eq,window,35.1052539,129,47,32,15,0.0641924724,0.0607668776
parametric-eq,window,35.1052539,129,48,32,16,0.0655080238,0.0620122254
parametric-eq,window,35.1052539,129,49,32,17,0.0567125781,0.0536861437
parametric-eq,window,35.1052539,129,50,32,18,0.0397806196,0.0376577495
parametric-eq,window,35.1052539,129,51,32,19,0.01786277,0.0169095335
parametric-eq,window,35.1052539,129,52,32,20,-0.0053081482,-0.00502488189
parametric-eq,window,35.1052539,129,53,32,21,-0.0260643065,-0.0246733996
parametric-eq,window,35.1052539,129,54,32,22,-0.0413895412,-0.0391808119
parametric-eq,window,35.1052539,129,55,32,23,-0.0493518725,-0.0467182379
parametric-eq,window,35.1052539,129,56,32,24,-0.0493229391,-0.0466908485
parametric-eq,window,35.1052539,129,57,32,25,-0.0419670165,-0.0397274705
parametric-eq,window,35.1052539,129,58,32,26,-0.0290227336,-0.027473952
parametric-eq,window,35.1052539,129,59,32,27,-0.0129329544,-0.0122427947
parametric-eq,window,35.1052539,129,60,32,28,0.0036021699,0.00340994215
parametric-eq,window,35.1052539,129,61,32,29,0.0180691356,0.0171048865
parametric-eq,window,35.1052539,129,62,32,30,0.0285111642,0.0269896822
parametric-eq,window,35.1052539,129,63,32,31,0.0337732513,0.0319709609
parametric-eq,window,35.1052539,129,64,32,32,0.0335968087,0.0318039341
parametric-eq,window,35.1052539,129,65,32,33,0.0285654216,0.0270410441
parametric-eq,window,35.1052539,129,66,32,34,0.0199267086,0.0188633312
parametric-eq,window,35.1052539,129,67,32,35,0.00933193017,0.00883393703
parametric-eq,window,35.1052539,129,68,32,36,-0.00145698906,-0.00137923767
parametric-eq,window,35.1052539,129,69,32,37,-0.0108441525,-0.0102654605
parametric-eq,window,35.1052539,129,70,32,38,-0.0176195869,-0.0166793277
parametric-eq,window,35.1052539,129,71,32,39,-0.0210954642,-0.0199697168
parametric-eq,window,35.1052539,129,72,32,40,-0.0211478801,-0.0200193356
parametric-eq,window,35.1052539,129,73,32,41,-0.0181691676,-0.0171995803
parametric-eq,window,35.1052539,129,74,32,42,-0.0129487372,-0.0122577352
parametric-eq,window,35.1052539,129,75,32,43,-0.00650905932,-0.00616170708
parametric-eq,window,35.1052539,129,76,32,44,7.31121998e-05,6.92106089e-05
parametric-eq,window,35.1052539,129,77,32,45,0.00583169867,0.00552049339
parametric-eq,window,35.1052539,129,78,32,46,0.010039515,0.00950376198
parametric-eq,window,35.1052539,129,79,32,47,0.0122852206,0.0116296268
parametric-eq,window,35.1052539,129,80,32,48,0.0124939891,0.0118272545
parametric-eq,window,35.1052539,129,81,32,49,0.0108959364,0.010314481
parametric-eq,window,35.1052539,129,82,32,50,0.00795363357,0.00752919244
parametric-eq,window,35.1052539,129,83,32,51,0.00426468427,0.00403710183
parametric-eq,window,35.1052539,129,84,32,52,0.0004570068,0.000432618892
parametric-eq,window,35.1052539,129,85,32,53,-0.00290673618,-0.00275161986
parametric-eq,window,35.1052539,129,86,32,54,-0.0054026164,-0.00511430885
parametric-eq,window,35.1052539,129,87,32,55,-0.00678886335,-0.00642657952
parametric-eq,window,35.1052539,129,88,32,56,-0.00701678527,-0.00664233852
parametric-eq,window,35.1052539,129,89,32,57,-0.00621189606,-0.00588040176
parametric-eq,window,35.1052539,129,90,32,58,-0.00463202393,-0.00438483861
parametric-eq,window,35.1052539,129,91,32,59,-0.00261168961,-0.00247231828
parametric-eq,window,35.1052539,129,92,32,60,-0.000502829289,-0.00047599609
parametric-eq,window,35.1052539,129,93,32,61,0.00137888757,0.00130530402
parametric-eq,window,35.1052539,129,94,32,62,0.0027949908,0.00264583771
parametric-eq,window,35.1052539,129,95,32,63,0.00360811609,0.00341557103
parametric-eq,window,35.1052539,129,96,32,64,0.00378773067,0.00358560058
parametric-eq,window,35.1052539,129,97,32,65,0.00339938482,0.00321797859
parametric-eq,window,35.1052539,129,98,32,66,0.00258140354,0.00244364841
parametric-eq,window,35.1052539,129,99,32,67,0.0015142447,0.00143343789
parametric-eq,window,35.1052539,129,100,32,68,0.00038809592,0.000367385402
parametric-eq,window,35.1052539,129,101,32,69,-0.00062625431,-0.000592834605
parametric-eq,window,35.1052539,129,102,32,70,-0.00139944816,-0.0013247674
parametric-eq,window,35.1052539,129,103,32,71,-0.00185627826,-0.00175721903
parametric-eq,window,35.1052539,129,104,32,72,-0.00197858789,-0.00187300167
parametric-eq,window,35.1052539,129,105,32,73,-0.00179937625,-0.00170335356
parametric-eq,window,35.1052539,129,106,32,74,-0.00139028791,-0.00131609599
parametric-eq,window,35.1052539,129,107,32,75,-0.000845323012,-0.000800212831
parametric-eq,window,35.1052539,129,108,32,76,-0.000263740864,-0.000249666483
parametric-eq,window,35.1052539,129,109,32,77,0.000265199172,0.000251046969
parametric-eq,window,35.1052539,129,110,32,78,0.000673689524,0.000637738465
parametric-eq,window,35.1052539,129,111,32,79,0.000921914901,0.000872717437
parametric-eq,window,35.1052539,129,112,32,80,0.000999475861,0.0009461394
parametric-eq,window,35.1052539,129,113,32,81,0.000922281005,0.000873064004
parametric-eq,window,35.1052539,129,114,32,82,0.000726074657,0.000687328096
parametric-eq,window,35.1052539,129,115,32,83,0.000458083539,0.000433638171
parametric-eq,window,35.1052539,129,116,32,84,0.000168311521,0.000159329672
parametric-eq,window,35.1052539,129,117,32,85,-9.81783868e-05,-9.29391531e-05
parametric-eq,window,35.1052539,129,118,32,86,-0.000307015423,-0.00029063172
parametric-eq,window,35.1052539,129,119,32,87,-0.000437775169,-0.000414413546
parametric-eq,window,35.1052539,129,120,32,88,-0.000484661692,-0.000458797996
parametric-eq,window,35.1052539,129,121,32,89,-0.000454936776,-0.000430659334
parametric-eq,window,35.1052539,129,122,32,90,-0.00036569745,-0.000346182214
parametric-eq,window,35.1052539,129,123,32,91,-0.000239749438,-0.000226955346
parametric-eq,window,35.1052539,129,124,32,92,-0.000101334864,-9.59271868e-05
parametric-eq,window,35.1052539,129,125,32,93,2.7631779e-05,2.61572249e-05
parametric-eq,window,35.1052539,129,126,32,94,0.000130350083,0.000123394025
parametric-eq,window,35.1052539,129,127,32,95,0.000196697293,0.000186200654
parametric-eq,window,35.1052539,129,128,32,96,0.000223546704,0.000211617261
parametric-eq,window,64,129,0,64,-64,0.00138330605,0.00130369929
parametric-eq,window,64,129,1,64,-63,0.00127562084,0.00120221116
parametric-eq,window,64,129,2,64,-62,0.000926045596,0.000872753346
parametric-eq,window,64,129,3,64,-61,0.000343988026,0.000324192137
parametric-eq,window,64,129,4,64,-60,-0.000418859371,-0.000394754772
parametric-eq,window,64,129,5,64,-59,-0.00126889376,-0.00119587122
parametric-eq,window,64,129,6,64,-58,-0.00207840883,-0.00195880016
parametric-eq,window,64,129,7,64,-57,-0.00270093703,-0.00254550298
parametric-eq,window,64,129,8,64,-56,-0.00299291321,-0.00282067647
parametric-eq,window,64,129,9,64,-55,-0.00283908893,-0.0026757045
parametric-eq,window,64,129,10,64,-54,-0.00217796538,-0.00205262741
parametric-eq,window,64,129,11,64,-53,-0.00102279182,-0.000963931996
parametric-eq,window,64,129,12,64,-52,0.000526392399,0.000496099468
parametric-eq,window,64,129,13,64,-51,0.00228347471,0.00215206487
parametric-eq,window,64,129,14,64,-50,0.00399202103,0.00376228744
parametric-eq,window,64,129,15,64,-49,0.00535612334,0.00504788812
parametric-eq,window,64,129,16,64,-48,0.00608376718,0.00573365738
parametric-eq,window,64,129,17,64,-47,0.00593747283,0.005595782
parametric-eq,window,64,129,18,64,-46,0.00478472658,0.00450937421
parametric-eq,window,64,129,19,64,-45,0.00263939213,0.00248749988
parametric-eq,window,64,129,20,64,-44,-0.000314723504,-0.000296611735
parametric-eq,window,64,129,21,64,-43,-0.00372543428,-0.00351104227
parametric-eq,window,64,129,22,64,-42,-0.0071030481,-0.00669428053
parametric-eq,window,64,129,23,64,-41,-0.00988032028,-0.00931172571
parametric-eq,window,64,129,24,64,-40,-0.011496101,-0.0108345212
parametric-eq,window,64,129,25,64,-39,-0.0114921653,-0.010830812
parametric-eq,window,64,129,26,64,-38,-0.00960854707,-0.00905559256
parametric-eq,window,64,129,27,64,-37,-0.00586041297,-0.00552315679
parametric-eq,window,64,129,28,64,-36,-0.000579865959,-0.000546495721
parametric-eq,window,64,129,29,64,-35,0.00559053098,0.00526880603
parametric-eq,window,64,129,30,64,-34,0.0117593339,0.0110826055
parametric-eq,window,64,129,31,64,-33,0.01690099,0.0159283686
parametric-eq,window,64,129,32,64,-32,0.0200120024,0.0188603478
parametric-eq,window,64,129,33,64,-31,0.0202872616,0.0191197664
parametric-eq,window,64,129,34,64,-30,0.0172882097,0.0162933045
parametric-eq,window,64,129,35,64,-29,0.0110714366,0.0104342954
parametric-eq,window,64,129,36,64,-28,0.00224858171,0.00211917989
parametric-eq,window,64,129,37,64,-27,-0.00804350252,-0.00758061349
parametric-eq,window,64,129,38,64,-26,-0.0182700319,-0.0172186246
parametric-eq,window,64,129,39,64,-25,-0.0267138267,-0.0251764943
parametric-eq,window,64,129,40,64,-24,-0.0317521477,-0.029924869
parametric-eq,window,64,129,41,64,-23,-0.0321525657,-0.0303022437
parametric-eq,window,64,129,42,64,-22,-0.027336117,-0.0257629729
parametric-eq,window,64,129,43,64,-21,-0.0175551197,-0.0165448543
parametric-eq,window,64,129,44,64,-20,-0.0039421928,-0.00371532673
parametric-eq,window,64,129,45,64,-19,0.0115941279,0.0109269068
parametric-eq,window,64,129,46,64,-18,0.0266256564,0.025093398
parametric-eq,window,64,129,47,64,-17,0.0385820509,0.0363617237
parametric-eq,window,64,129,48,64,-16,0.0451921996,0.0425914702
parametric-eq,window,64,129,49,64,-15,0.0449136526,0.0423289531
parametric-eq,window,64,129,50,64,-14,0.0372686373,0.0351238946
parametric-eq,window,64,129,51,64,-13,0.0230150905,0.0216906136
parametric-eq,window,64,129,52,64,-12,0.00410622559,0.00386991973
parametric-eq,window,64,129,53,64,-11,-0.0165711517,-0.0156175119
parametric-eq,window,64,129,54,64,-10,-0.0356474315,-0.0335959863
parametric-eq,window,64,129,55,64,-9,-0.0498388962,-0.0469707578
parametric-eq,window,64,129,56,64,-8,-0.0565352265,-0.0532817265
parametric-eq,window,64,129,57,64,-7,-0.0542965567,-0.051171888
parametric-eq,window,64,129,58,64,-6,-0.0431617629,-0.0406778815
parametric-eq,window,64,129,59,64,-5,-0.0247008607,-0.0232793708
parametric-eq,window,64,129,60,64,-4,-0.00179060554,-0.00168755943
parametric-eq,window,64,129,61,64,-3,0.0218550453,0.020597327
parametric-eq,window,64,129,62,64,-2,0.0423195411,0.039884128
parametric-eq,window,64,129,63,64,-1,0.0561691528,0.0529367196
parametric-eq,window,64,129,64,64,0,1.06106221,1
parametric-eq,window,64,129,65,64,1,0.0561691528,0.0529367196
parametric-eq,window,64,129,66,64,2,0.0423195411,0.039884128
parametric-eq,window,64,129,67,64,3,0.0218550453,0.020597327
parametric-eq,window,64,129,68,64,4,-0.00179060554,-0.00168755943
parametric-eq,window,64,129,69,64,5,-0.0247008607,-0.0232793708
parametric-eq,window,64,129,70,64,6,-0.0431617629,-0.0406778815
parametric-eq,window,64,129,71,64,7,-0.0542965567,-0.051171888
parametric-eq,window,64,129,72,64,8,-0.0565352265,-0.0532817265
parametric-eq,window,64,129,73,64,9,-0.0498388962,-0.0469707578
parametric-eq,window,64,129,74,64,10,-0.0356474315,-0.0335959863
parametric-eq,window,64,129,75,64,11,-0.0165711517,-0.0156175119
parametric-eq,window,64,129,76,64,12,0.00410622559,0.00386991973
parametric-eq,window,64,129,77,64,13,0.0230150905,0.0216906136
parametric-eq,window,64,129,78,64,14,0.0372686373,0.0351238946
parametric-eq,window,64,129,79,64,15,0.0449136526,0.0423289531
parametric-eq,window,64,129,80,64,16,0.0451921996,0.0425914702
parametric-eq,window,64,129,81,64,17,0.0385820509,0.0363617237
parametric-eq,window,64,129,82,64,18,0.0266256564,0.025093398
parametric-eq,window,64,129,83,64,19,0.0115941279,0.0109269068
parametric-eq,window,64,129,84,64,20,-0.0039421928,-0.00371532673
parametric-eq,window,64,129,85,64,21,-0.0175551197,-0.0165448543
parametric-eq,window,64,129,86,64,22,-0.027336117,-0.0257629729
parametric-eq,window,64,129,87,64,23,-0.0321525657,-0.0303022437
parametric-eq,window,64,129,88,64,24,-0.0317521477,-0.029924869
parametric-eq,window,64,129,89,64,25,-0.0267138267,-0.0251764943
parametric-eq,window,64,129,90,64,26,-0.0182700319,-0.0172186246
parametric-eq,window,64,129,91,64,27,-0.00804350252,-0.00758061349
parametric-eq,window,64,129,92,64,28,0.00224858171,0.00211917989
parametric-eq,window,64,129,93,64,29,0.0110714366,0.0104342954
parametric-eq,window,64,129,94,64,30,0.0172882097,0.0162933045
parametric-eq,window,64,129,95,64,31,0.0202872616,0.0191197664
parametric-eq,window,64,129,96,64,32,0.0200120024,0.0188603478
parametric-eq,window,64,129,97,64,33,0.01690099,0.0159283686
parametric-eq,window,64,129,98,64,34,0.0117593339,0.0110826055
parametric-eq,window,64,129,99,64,35,0.00559053098,0.00526880603
parametric-eq,window,64,129,100,64,36,-0.000579865959,-0.000546495721
parametric-eq,window,64,129,101,64,37,-0.00586041297,-0.00552315679
parametric-eq,window,64,129,102,64,38,-0.00960854707,-0.00905559256
parametric-eq,window,64,129,103,64,39,-0.0114921653,-0.010830812
parametric-eq,window,64,129,104,64,40,-0.011496101,-0.0108345212
parametric-eq,window,64,129,105,64,41,-0.00988032028,-0.00931172571
parametric-eq,window,64,129,106,64,42,-0.0071030481,-0.00669428053
parametric-eq,window,64,129,107,64,43,-0.00372543428,-0.00351104227
parametric-eq,window,64,129,108,64,44,-0.000314723504,-0.000296611735
parametric-eq,window,64,129,109,64,45,0.00263939213,0.00248749988
parametric-eq,window,64,129,110,64,46,0.00478472658,0.00450937421
parametric-eq,window,64,129,111,64,47,0.00593747283,0.005595782
parametric-eq,window,64,129,112,64,48,0.00608376718,0.00573365738
parametric-eq,window,64,129,113,64,49,0.00535612334,0.00504788812
parametric-eq,window,64,129,114,64,50,0.00399202103,0.00376228744
parametric-eq,window,64,129,115,64,51,0.00228347471,0.00215206487
parametric-eq,window,64,129,116,64,52,0.000526392399,0.000496099468
parametric-eq,window,64,129,117,64,53,-0.00102279182,-0.000963931996
parametric-eq,window,64,129,118,64,54,-0.00217796538,-0.00205262741
parametric-eq,window,64,129,119,64,55,-0.00283908893,-0.0026757045
parametric-eq,window,64,129,120,64,56,-0.00299291321,-0.00282067647
parametric-eq,window,64,129,121,64,57,-0.00270093703,-0.00254550298
parametric-eq,window,64,129,122,64,58,-0.00207840883,-0.00195880016
parametric-eq,window,64,129,123,64,59,-0.00126889376,-0.00119587122
parametric-eq,window,64,129,124,64,60,-0.000418859371,-0.000394754772
parametric-eq,window,64,129,125,64,61,0.000343988026,0.000324192137
parametric-eq,window,64,129,126,64,62,0.000926045596,0.000872753346
parametric-eq,window,64,129,127,64,63,0.00127562084,0.00120221116
parametric-eq,window,64,129,128,64,64,0.00138330605,0.00130369929
parametric-eq,window,92.8947461,129,0,96,-96,0.000223546704,0.000211617261
parametric-eq,window,92.8947461,129,1,96,-95,0.000196697293,0.000186200654
parametric-eq,window,92.8947461,129,2,96,-94,0.000130350083,0.000123394025
parametric-eq,window,92.8947461,129,3,96,-93,2.7631779e-05,2.61572249e-05
parametric-eq,window,92.8947461,129,4,96,-92,-0.000101334864,-9.59271868e-05
parametric-eq,window,92.8947461,129,5,96,-91,-0.000239749438,-0.000226955346
parametric-eq,window,92.8947461,129,6,96,-90,-0.00036569745,-0.000346182214
parametric-eq,window,92.8947461,129,7,96,-89,-0.000454936776,-0.000430659334
parametric-eq,window,92.8947461,129,8,96,-88,-0.000484661692,-0.000458797996
parametric-eq,window,92.8947461,129,9,96,-87,-0.000437775169,-0.000414413546
parametric-eq,window,92.8947461,129,10,96,-86,-0.000307015423,-0.00029063172
parametric-eq,window,92.8947461,129,11,96,-85,-9.81783868e-05,-9.29391531e-05
parametric-eq,window,92.8947461,129,12,96,-84,0.000168311521,0.000159329672
parametric-eq,window,92.8947461,129,13,96,-83,0.000458083539,0.000433638171
parametric-eq,window,92.8947461,129,14,96,-82,0.000726074657,0.000687328096
parametric-eq,window,92.8947461,129,15,96,-81,0.000922281005,0.000873064004
parametric-eq,window,92.8947461,129,16,96,-80,0.000999475861,0.0009461394
parametric-eq,window,92.8947461,129,17,96,-79,0.000921914901,0.000872717437
parametric-eq,window,92.8947461,129,18,96,-78,0.000673689524,0.000637738465
parametric-eq,window,92.8947461,129,19,96,-77,0.000265199172,0.000251046969
parametric-eq,window,92.8947461,129,20,96,-76,-0.000263740864,-0.000249666483
parametric-eq,window,92.8947461,129,21,96,-75,-0.000845323012,-0.000800212831
parametric-eq,window,92.8947461,129,22,96,-74,-0.00139028791,-0.00131609599
parametric-eq,window,92.8947461,129,23,96,-73,-0.00179937625,-0.00170335356
parametric-eq,window,92.8947461,129,24,96,-72,-0.00197858789,-0.00187300167
parametric-eq,window,92.8947461,129,25,96,-71,-0.00185627826,-0.00175721903
parametric-eq,window,92.8947461,129,26,96,-70,-0.00139944816,-0.0013247674
parametric-eq,window,92.8947461,129,27,96,-69,-0.00062625431,-0.000592834605
parametric-eq,window,92.8947461,129,28,96,-68,0.00038809592,0.000367385402
parametric-eq,window,92.8947461,129,29,96,-67,0.0015142447,0.00143343789
parametric-eq,window,92.8947461,129,30,96,-66,0.00258140354,0.00244364841
parametric-eq,window,92.8947461,129,31,96,-65,0.00339938482,0.00321797859
parametric-eq,window,92.8947461,129,32,96,-64,0.00378773067,0.00358560058
parametric-eq,window,92.8947461,129,33,96,-63,0.00360811609,0.00341557103
parametric-eq,window,92.8947461,129,34,96,-62,0.0027949908,0.00264583771
parametric-eq,window,92.8947461,129,35,96,-61,0.00137888757,0.00130530402
parametric-eq,window,92.8947461,129,36,96,-60,-0.000502829289,-0.00047599609
parametric-eq,window,92.8947461,129,37,96,-59,-0.00261168961,-0.00247231828
parametric-eq,window,92.8947461,129,38,96,-58,-0.00463202393,-0.00438483861
parametric-eq,window,92.8947461,129,39,96,-57,-0.00621189606,-0.00588040176
parametric-eq,window,92.8947461,129,40,96,-56,-0.00701678527,-0.00664233852
parametric-eq,window,92.8947461,129,41,96,-55,-0.00678886335,-0.00642657952
parametric-eq,window,92.8947461,129,42,96,-54,-0.0054026164,-0.00511430885
parametric-eq,window,92.8947461,129,43,96,-53,-0.00290673618,-0.00275161986
parametric-eq,window,92.8947461,129,44,96,-52,0.0004570068,0.000432618892
parametric-eq,window,92.8947461,129,45,96,-51,0.00426468427,0.00403710183
parametric-eq,window,92.8947461,129,46,96,-50,0.00795363357,0.00752919244
parametric-eq,window,92.8947461,129,47,96,-49,0.0108959364,0.010314481
parametric-eq,window,92.8947461,129,48,96,-48,0.0124939891,0.0118272545
parametric-eq,window,92.8947461,129,49,96,-47,0.0122852206,0.0116296268
parametric-eq,window,92.8947461,129,50,96,-46,0.010039515,0.00950376198
parametric-eq,window,92.8947461,129,51,96,-45,0.00583169867,0.00552049339
parametric-eq,window,92.8947461,129,52,96,-44,7.31121998e-05,6.92106089e-05
parametric-eq,window,92.8947461,129,53,96,-43,-0.00650905932,-0.00616170708
parametric-eq,window,92.8947461,129,54,96,-42,-0.0129487372,-0.0122577352
parametric-eq,window,92.8947461,129,55,96,-41,-0.0181691676,-0.0171995803
parametric-eq,window,92.8947461,129,56,96,-40,-0.0211478801,-0.0200193356
parametric-eq,window,92.8947461,129,57,96,-39,-0.0210954642,-0.0199697168
parametric-eq,window,92.8947461,129,58,96,-38,-0.0176195869,-0.0166793277
parametric-eq,window,92.8947461,129,59,96,-37,-0.0108441525,-0.0102654605
parametric-eq,window,92.8947461,129,60,96,-36,-0.00145698906,-0.00137923767
parametric-eq,window,92.8947461,129,61,96,-35,0.00933193017,0.00883393703
parametric-eq,window,92.8947461,129,62,96,-34,0.0199267086,0.0188633312
parametric-eq,window,92.8947461,129,63,96,-33,0.0285654216,0.0270410441
parametric-eq,window,92.8947461,129,64,96,-32,0.0335968087,0.0318039341
parametric-eq,window,92.8947461,129,65,96,-31,0.0337732513,0.0319709609
parametric-eq,window,92.8947461,129,66,96,-30,0.0285111642,0.0269896822
parametric-eq,window,92.8947461,129,67,96,-29,0.0180691356,0.0171048865
parametric-eq,window,92.8947461,129,68,96,-28,0.0036021699,0.00340994215
parametric-eq,window,92.8947461,129,69,96,-27,-0.0129329544,-0.0122427947
parametric-eq,window,92.8947461,129,70,96,-26,-0.0290227336,-0.027473952
parametric-eq,window,92.8947461,129,71,96,-25,-0.0419670165,-0.0397274705
parametric-eq,window,92.8947461,129,72,96,-24,-0.0493229391,-0.0466908485
parametric-eq,window,92.8947461,129,73,96,-23,-0.0493518725,-0.0467182379
parametric-eq,window,92.8947461,129,74,96,-22,-0.0413895412,-0.0391808119
parametric-eq,window,92.8947461,129,75,96,-21,-0.0260643065,-0.0246733996
parametric-eq,window,92.8947461,129,76,96,-20,-0.0053081482,-0.00502488189
parametric-eq,window,92.8947461,129,77,96,-19,0.01786277,0.0169095335
parametric-eq,window,92.8947461,129,78,96,-18,0.0397806196,0.0376577495
parametric-eq,window,92.8947461,129,79,96,-17,0.0567125781,0.0536861437
parametric-eq,window,92.8947461,129,80,96,-16,0.0655080238,0.0620122254
parametric-eq,window,92.8947461,129,81,96,-15,0.0641924724,0.0607668776
parametric-eq,window,92.8947461,129,82,96,-14,0.0523944189,0.0495984206
parametric-eq,window,92.8947461,129,83,96,-13,0.0315133466,0.0298316548
parametric-eq,window,92.8947461,129,84,96,-12,0.00457912068,0.00433475851
parametric-eq,window,92.8947461,129,85,96,-11,-0.0241918497,-0.0229008654
parametric-eq,window,92.8947461,129,86,96,-10,-0.0500799436,-0.0474074559
parametric-eq,window,92.8947461,129,87,96,-9,-0.0686714539,-0.0650068408
parametric-eq,window,92.8947461,129,88,96,-8,-0.0766490132,-0.0725586822
parametric-eq,window,92.8947461,129,89,96,-7,-0.072414793,-0.0685504188
parametric-eq,window,92.8947461,129,90,96,-6,-0.0564231364,-0.0534121479
parametric-eq,window,92.8947461,129,91,96,-5,-0.0311501823,-0.0294878705
parametric-eq,window,92.8947461,129,92,96,-4,-0.000695471948,-0.000658358483
parametric-eq,window,92.8947461,129,93,96,-3,0.0299186131,0.0283220233
parametric-eq,window,92.8947461,129,94,96,-2,0.0556238712,0.052655535
parametric-eq,window,92.8947461,129,95,96,-1,0.0721977934,0.0683449992
parametric-eq,window,92.8947461,129,96,96,0,1.05637273,1
parametric-eq,window,92.8947461,129,97,96,1,0.0319085182,0.0302057383
parametric-eq,window,92.8947461,129,98,96,2,0.0235358771,0.0222798984
parametric-eq,window,92.8947461,129,99,96,3,0.0116698596,0.0110471042
parametric-eq,window,92.8947461,129,100,96,4,-0.00166654899,-0.00157761455
parametric-eq,window,92.8947461,129,101,96,5,-0.0142686094,-0.0135071732
parametric-eq,window,92.8947461,129,102,96,6,-0.0241324795,-0.0228446635
parametric-eq,window,92.8947461,129,103,96,7,-0.0297889061,-0.028199238
parametric-eq,window,92.8947461,129,104,96,8,-0.0305297214,-0.0289005202
parametric-eq,window,92.8947461,129,105,96,9,-0.0264911411,-0.0250774564
parametric-eq,window,92.8947461,129,106,96,10,-0.0185859564,-0.0175941274
parametric-eq,window,92.8947461,129,107,96,11,-0.00830492035,-0.007861733
parametric-eq,window,92.8947461,129,108,96,12,0.00256956921,0.00243244561
parametric-eq,window,92.8947461,129,109,96,13,0.0122810758,0.0116257031
parametric-eq,window,92.8947461,129,110,96,14,0.0193897611,0.0183550375
parametric-eq,window,92.8947461,129,111,96,15,0.0229869516,0.021760266
parametric-eq,window,92.8947461,129,112,96,16,0.0228021086,0.021585287
parametric-eq,window,92.8947461,129,113,96,17,0.0191926292,0.0181684254
parametric-eq,window,92.8947461,129,114,96,18,0.0130286926,0.0123334238
parametric-eq,window,92.8947461,129,115,96,19,0.00550288879,0.00520923026
parametric-eq,window,92.8947461,129,116,96,20,-0.0020952452,-0.00198343364
parametric-eq,window,92.8947461,129,117,96,21,-0.00859760739,-0.00813880096
parametric-eq,window,92.8947461,129,118,96,22,-0.0131324311,-0.0124316264
parametric-eq,window,92.8947461,129,119,96,23,-0.0152309493,-0.0144181583
parametric-eq,window,92.8947461,129,120,96,24,-0.0148557625,-0.0140629932
parametric-eq,window,92.8947461,129,121,96,25,-0.0123555435,-0.011696197
parametric-eq,window,92.8947461,129,122,96,26,-0.00836273969,-0.00791646684
parametric-eq,window,92.8947461,129,123,96,27,-0.00365849349,-0.00346326007
parametric-eq,window,92.8947461,129,124,96,28,0.000968667976,0.000916975561
parametric-eq,window,92.8947461,129,125,96,29,0.00484639162,0.00458776669
parametric-eq,window,92.8947461,129,126,96,30,0.00750664472,0.0071060569
parametric-eq,window,92.8947461,129,127,96,31,0.00872920196,0.00826337306
parametric-eq,window,92.8947461,129,128,96,32,0.0085399548,0.00808422497
parametric-eq,window,121.789492,129,0,128,-128,3.61697479e-05,3.46927838e-05
parametric-eq,window,121.789492,129,1,128,-127,2.94411591e-05,2.82389517e-05
parametric-eq,window,121.789492,129,2,128,-126,1.62271076e-05,1.5564486e-05
parametric-eq,window,121.789492,129,3,128,-125,-2.58454263e-06,-2.4790048e-06
parametric-eq,window,121.789492,129,4,128,-124,-2.49454937e-05,-2.39268634e-05
parametric-eq,window,121.789492,129,5,128,-123,-4.7756215e-05,-4.58061263e-05
parametric-eq,window,121.789492,129,6,128,-122,-6.71831422e-05,-6.44397697e-05
parametric-eq,window,121.789492,129,7,128,-121,-7.91720297e-05,-7.59391e-05
parametric-eq,window,121.789492,129,8,128,-120,-8.01081732e-05,-7.68370169e-05
