target,method,sample_rate_hz,taps,fft_size,phase_delay_samples,sample_index,peak_index,peak_aligned_index,coefficient,normalised_coefficient
crossover,complex-minimax,48000,129,1024,16,50,23,27,-0.00108684164,-0.0122739054
crossover,complex-minimax,48000,129,1024,16,51,23,28,-0.000685948424,-0.00774654351
crossover,complex-minimax,48000,129,1024,16,52,23,29,-0.000365061837,-0.00412271143
crossover,complex-minimax,48000,129,1024,16,53,23,30,-0.000118237809,-0.00133528163
crossover,complex-minimax,48000,129,1024,16,54,23,31,6.25387214e-05,0.000706261448
crossover,complex-minimax,48000,129,1024,16,55,23,32,0.00018678846,0.00210943693
crossover,complex-minimax,48000,129,1024,16,56,23,33,0.000264156602,0.00298316978
crossover,complex-minimax,48000,129,1024,16,57,23,34,0.000304252151,0.0034359763
crossover,complex-minimax,48000,129,1024,16,58,23,35,0.00031574931,0.00356581586
crossover,complex-minimax,48000,129,1024,16,59,23,36,0.000306535813,0.00346176612
crossover,complex-minimax,48000,129,1024,16,60,23,37,0.000283168268,0.00319787208
crossover,complex-minimax,48000,129,1024,16,61,23,38,0.000251212035,0.00283698437
crossover,complex-minimax,48000,129,1024,16,62,23,39,0.000214923186,0.00242716764
crossover,complex-minimax,48000,129,1024,16,63,23,40,0.000177675624,0.00200652397
crossover,complex-minimax,48000,129,1024,16,64,23,41,0.00014176725,0.001601004
crossover,complex-minimax,48000,129,1024,16,65,23,42,0.000108858211,0.00122935608
crossover,complex-minimax,48000,129,1024,16,66,23,43,7.98309673e-05,0.000901546006
crossover,complex-minimax,48000,129,1024,16,67,23,44,5.51936333e-05,0.000623311997
crossover,complex-minimax,48000,129,1024,16,68,23,45,3.49530436e-05,0.000394731242
crossover,complex-minimax,48000,129,1024,16,69,23,46,1.89620196e-05,0.000214141625
crossover,complex-minimax,48000,129,1024,16,70,23,47,6.7868434e-06,7.66450886e-05
crossover,complex-minimax,48000,129,1024,16,71,23,48,-2.00551686e-06,-2.2648676e-05
crossover,complex-minimax,48000,129,1024,16,72,23,49,-7.9897774e-06,-9.02300467e-05
crossover,complex-minimax,48000,129,1024,16,73,23,50,-1.16492538e-05,-0.000131557196
crossover,complex-minimax,48000,129,1024,16,74,23,51,-1.35247559e-05,-0.000152737591
crossover,complex-minimax,48000,129,1024,16,75,23,52,-1.40255716e-05,-0.000158393397
crossover,complex-minimax,48000,129,1024,16,76,23,53,-1.35788241e-05,-0.000153348193
crossover,complex-minimax,48000,129,1024,16,77,23,54,-1.24739961e-05,-0.000140871165
crossover,complex-minimax,48000,129,1024,16,78,23,55,-1.10068444e-05,-0.000124302347
crossover,complex-minimax,48000,129,1024,16,79,23,56,-9.34845936e-06,-0.000105573896
crossover,complex-minimax,48000,129,1024,16,80,23,57,-7.67935672e-06,-8.67244081e-05
crossover,complex-minimax,48000,129,1024,16,81,23,58,-6.07630382e-06,-6.86208327e-05
crossover,complex-minimax,48000,129,1024,16,82,23,59,-4.63407533e-06,-5.23334772e-05
crossover,complex-minimax,48000,129,1024,16,83,23,60,-3.36545562e-06,-3.80067181e-05
crossover,complex-minimax,48000,129,1024,16,84,23,61,-2.30978268e-06,-2.60848067e-05
crossover,complex-minimax,48000,129,1024,16,85,23,62,-1.44328172e-06,-1.62992497e-05
crossover,complex-minimax,48000,129,1024,16,86,23,63,-7.74697714e-07,-8.7488058e-06
crossover,complex-minimax,48000,129,1024,16,87,23,64,-2.64328218e-07,-2.98510788e-06
crossover,complex-minimax,48000,129,1024,16,88,23,65,9.2257728e-08,1.04188373e-06
crossover,complex-minimax,48000,129,1024,16,89,23,66,3.37386568e-07,3.81016945e-06
crossover,complex-minimax,48000,129,1024,16,90,23,67,4.78169777e-07,5.40006049e-06
crossover,complex-minimax,48000,129,1024,16,91,23,68,5.5239699e-07,6.23832226e-06
crossover,complex-minimax,48000,129,1024,16,92,23,69,5.64687623e-07,6.37712267e-06
crossover,complex-minimax,48000,129,1024,16,93,23,70,5.45496597e-07,6.16039483e-06
crossover,complex-minimax,48000,129,1024,16,94,23,71,4.95291886e-07,5.59342367e-06
crossover,complex-minimax,48000,129,1024,16,95,23,72,4.37045566e-07,4.93563711e-06
crossover,complex-minimax,48000,129,1024,16,96,23,73,3.67375141e-07,4.14883601e-06
crossover,complex-minimax,48000,129,1024,16,97,23,74,3.02930136e-07,3.42104654e-06
crossover,complex-minimax,48000,129,1024,16,98,23,75,2.37616458e-07,2.68344699e-06
crossover,complex-minimax,48000,129,1024,16,99,23,76,1.83332435e-07,2.07040739e-06
crossover,complex-minimax,48000,129,1024,16,100,23,77,1.3255443e-07,1.4969619e-06
crossover,complex-minimax,48000,129,1024,16,101,23,78,9.3904451e-08,1.06048048e-06
crossover,complex-minimax,48000,129,1024,16,102,23,79,5.95008777e-08,6.71954513e-07
crossover,complex-minimax,48000,129,1024,16,103,23,80,3.58463349e-08,4.04819347e-07
crossover,complex-minimax,48000,129,1024,16,104,23,81,1.54402383e-08,1.74369492e-07
crossover,complex-minimax,48000,129,1024,16,105,23,82,3.46280615e-09,3.91061159e-08
crossover,complex-minimax,48000,129,1024,16,106,23,83,-6.78774773e-09,-7.66553014e-08
crossover,complex-minimax,48000,129,1024,16,107,23,84,-1.09656438e-08,-1.23837061e-07
crossover,complex-minimax,48000,129,1024,16,108,23,85,-1.48059753e-08,-1.67206641e-07
crossover,complex-minimax,48000,129,1024,16,109,23,86,-1.4534041e-08,-1.64135636e-07
crossover,complex-minimax,48000,129,1024,16,110,23,87,-1.4915249e-08,-1.68440689e-07
crossover,complex-minimax,48000,129,1024,16,111,23,88,-1.26241013e-08,-1.42566331e-07
crossover,complex-minimax,48000,129,1024,16,112,23,89,-1.1544265e-08,-1.30371539e-07
crossover,complex-minimax,48000,129,1024,16,113,23,90,-8.7531986e-09,-9.88515047e-08
crossover,complex-minimax,48000,129,1024,16,114,23,91,-7.37805777e-09,-8.33217828e-08
crossover,complex-minimax,48000,129,1024,16,115,23,92,-4.88410622e-09,-5.51571227e-08
crossover,complex-minimax,48000,129,1024,16,116,23,93,-3.77051279e-09,-4.25811043e-08
crossover,complex-minimax,48000,129,1024,16,117,23,94,-1.88187742e-09,-2.12523928e-08
crossover,complex-minimax,48000,129,1024,16,118,23,95,-1.20307332e-09,-1.35865315e-08
crossover,complex-minimax,48000,129,1024,16,119,23,96,5.57517137e-11,6.29614504e-10
crossover,complex-minimax,48000,129,1024,16,120,23,97,3.30137693e-10,3.72830656e-09
crossover,complex-minimax,48000,129,1024,16,121,23,98,1.06771873e-09,1.20579468e-08
crossover,complex-minimax,48000,129,1024,16,122,23,99,1.0494e-09,1.185107e-08
crossover,complex-minimax,48000,129,1024,16,123,23,100,1.41233818e-09,1.59497985e-08
crossover,complex-minimax,48000,129,1024,16,124,23,101,1.22320095e-09,1.38138365e-08
crossover,complex-minimax,48000,129,1024,16,125,23,102,1.34572211e-09,1.51974908e-08
crossover,complex-minimax,48000,129,1024,16,126,23,103,1.08404522e-09,1.22423248e-08
crossover,complex-minimax,48000,129,1024,16,127,23,104,1.06677159e-09,1.20472506e-08
crossover,complex-minimax,48000,129,1024,16,128,23,105,2.17970362e-09,2.46157996e-08
crossover,low-group-delay,48000,129,1024,,0,9,-9,0.00273977281,0.0303018915
crossover,low-group-delay,48000,129,1024,,1,9,-8,0.00909046015,0.100540503
crossover,low-group-delay,48000,129,1024,,2,9,-7,0.0190969013,0.211211758
crossover,low-group-delay,48000,129,1024,,3,9,-6,0.0317137255,0.350753853
crossover,low-group-delay,48000,129,1024,,4,9,-5,0.0455329125,0.503594082
crossover,low-group-delay,48000,129,1024,,5,9,-4,0.0590987549,0.65363232
crossover,low-group-delay,48000,129,1024,,6,9,-3,0.0711308262,0.786707047
crossover,low-group-delay,48000,129,1024,,7,9,-2,0.0807110331,0.89266415
crossover,low-group-delay,48000,129,1024,,8,9,-1,0.0872632529,0.965131711
crossover,low-group-delay,48000,129,1024,,9,9,0,0.0904159007,1
crossover,low-group-delay,48000,129,1024,,10,9,1,0.0902077008,0.997697309
crossover,low-group-delay,48000,129,1024,,11,9,2,0.0869293182,0.961438392
crossover,low-group-delay,48000,129,1024,,12,9,3,0.0810974464,0.896937881
crossover,low-group-delay,48000,129,1024,,13,9,4,0.0733134771,0.810847169
crossover,low-group-delay,48000,129,1024,,14,9,5,0.064219623,0.710269129
crossover,low-group-delay,48000,129,1024,,15,9,6,0.0544406941,0.60211416
crossover,low-group-delay,48000,129,1024,,16,9,7,0.0444330113,0.491429174
crossover,low-group-delay,48000,129,1024,,17,9,8,0.0346413262,0.38313312
crossover,low-group-delay,48000,129,1024,,18,9,9,0.0255041842,0.282076316
crossover,low-group-delay,48000,129,1024,,19,9,10,0.0172831506,0.191151672
crossover,low-group-delay,48000,129,1024,,20,9,11,0.0101130012,0.111849808
crossover,low-group-delay,48000,129,1024,,21,9,12,0.00414360042,0.045828227
crossover,low-group-delay,48000,129,1024,,22,9,13,-0.000653689219,-0.00722980376
crossover,low-group-delay,48000,129,1024,,23,9,14,-0.00428103465,-0.0473482497
crossover,low-group-delay,48000,129,1024,,24,9,15,-0.00680534662,-0.075267144
crossover,low-group-delay,48000,129,1024,,25,9,16,-0.0083761798,-0.0926405615
crossover,low-group-delay,48000,129,1024,,26,9,17,-0.00909496826,-0.100590363
crossover,low-group-delay,48000,129,1024,,27,9,18,-0.00914322241,-0.101124054
crossover,low-group-delay,48000,129,1024,,28,9,19,-0.00864441933,-0.0956072911
crossover,low-group-delay,48000,129,1024,,29,9,20,-0.00773831984,-0.0855858293
crossover,low-group-delay,48000,129,1024,,30,9,21,-0.00655359961,-0.0724828218
crossover,low-group-delay,48000,129,1024,,31,9,22,-0.00518597302,-0.0573568696
crossover,low-group-delay,48000,129,1024,,32,9,23,-0.00372851888,-0.0412374246
crossover,low-group-delay,48000,129,1024,,33,9,24,-0.00227594175,-0.0251719192
crossover,low-group-delay,48000,129,1024,,34,9,25,-0.000916960229,-0.0101415815
crossover,low-group-delay,48000,129,1024,,35,9,26,0.000296526261,0.0032795809
crossover,low-group-delay,48000,129,1024,,36,9,27,0.00129782412,0.0143539368
crossover,low-group-delay,48000,129,1024,,37,9,28,0.00214308582,0.0237025324
crossover,low-group-delay,48000,129,1024,,38,9,29,0.00278042727,0.0307515298
crossover,low-group-delay,48000,129,1024,,39,9,30,0.00318892078,0.0352694687
crossover,low-group-delay,48000,129,1024,,40,9,31,0.00340959292,0.0377101029
crossover,low-group-delay,48000,129,1024,,41,9,32,0.00343469237,0.0379877029
crossover,low-group-delay,48000,129,1024,,42,9,33,0.00325388122,0.0359879313
crossover,low-group-delay,48000,129,1024,,43,9,34,0.00290362504,0.0321140974
crossover,low-group-delay,48000,129,1024,,44,9,35,0.0024218653,0.0267858339
crossover,low-group-delay,48000,129,1024,,45,9,36,0.00183514719,0.0202967307
crossover,low-group-delay,48000,129,1024,,46,9,37,0.00120982004,0.0133806115
crossover,low-group-delay,48000,129,1024,,47,9,38,0.000550713475,0.00609089188
crossover,low-group-delay,48000,129,1024,,48,9,39,-0.000112262786,-0.00124162658
crossover,low-group-delay,48000,129,1024,,49,9,40,-0.000776061701,-0.0085832436
crossover,low-group-delay,48000,129,1024,,50,9,41,-0.00138809848,-0.0153523713
crossover,low-group-delay,48000,129,1024,,51,9,42,-0.00192371352,-0.0212762745
crossover,low-group-delay,48000,129,1024,,52,9,43,-0.00239291078,-0.0264655969
crossover,low-group-delay,48000,129,1024,,53,9,44,-0.00273851511,-0.0302879813
crossover,low-group-delay,48000,129,1024,,54,9,45,-0.00292709332,-0.0323736566
crossover,low-group-delay,48000,129,1024,,55,9,46,-0.00297086321,-0.0328577516
crossover,low-group-delay,48000,129,1024,,56,9,47,-0.00292211821,-0.0323186319
crossover,low-group-delay,48000,129,1024,,57,9,48,-0.00274146465,-0.0303206033
crossover,low-group-delay,48000,129,1024,,58,9,49,-0.00248014607,-0.0274304193
crossover,low-group-delay,48000,129,1024,,59,9,50,-0.00211121387,-0.0233500286
crossover,low-group-delay,48000,129,1024,,60,9,51,-0.00161981448,-0.0179151506
crossover,low-group-delay,48000,129,1024,,61,9,52,-0.00109200634,-0.0120775918
crossover,low-group-delay,48000,129,1024,,62,9,53,-0.000499198145,-0.00552113224
crossover,low-group-delay,48000,129,1024,,63,9,54,0.000135481922,0.00149843027
crossover,low-group-delay,48000,129,1024,,64,9,55,0.0007472601,0.00826469785
crossover,low-group-delay,48000,129,1024,,65,9,56,0.00129569768,0.0143304183
crossover,low-group-delay,48000,129,1024,,66,9,57,0.00176637885,0.0195361527
crossover,low-group-delay,48000,129,1024,,67,9,58,0.00218775743,0.0241966005
crossover,low-group-delay,48000,129,1024,,68,9,59,0.00253975462,0.02808969
crossover,low-group-delay,48000,129,1024,,69,9,60,0.00279555262,0.0309188162
crossover,low-group-delay,48000,129,1024,,70,9,61,0.00295722418,0.032706904
crossover,low-group-delay,48000,129,1024,,71,9,62,0.00298533752,0.0330178376
crossover,low-group-delay,48000,129,1024,,72,9,63,0.00284591424,0.0314758159
crossover,low-group-delay,48000,129,1024,,73,9,64,0.00258781987,0.0286212917
crossover,low-group-delay,48000,129,1024,,74,9,65,0.00224501524,0.024829872
crossover,low-group-delay,48000,129,1024,,75,9,66,0.0018160324,0.0200853212
crossover,low-group-delay,48000,129,1024,,76,9,67,0.00135379366,0.01497296
crossover,low-group-delay,48000,129,1024,,77,9,68,0.000835031742,0.00923545234
crossover,low-group-delay,48000,129,1024,,78,9,69,0.000233872446,0.00258662961
crossover,low-group-delay,48000,129,1024,,79,9,70,-0.000367790466,-0.00406776312
crossover,low-group-delay,48000,129,1024,,80,9,71,-0.000953479079,-0.0105454801
crossover,low-group-delay,48000,129,1024,,81,9,72,-0.00151269288,-0.0167303855
crossover,low-group-delay,48000,129,1024,,82,9,73,-0.00199773675,-0.0220949715
crossover,low-group-delay,48000,129,1024,,83,9,74,-0.00241000481,-0.0266546568
crossover,low-group-delay,48000,129,1024,,84,9,75,-0.00268526984,-0.0296990886
crossover,low-group-delay,48000,129,1024,,85,9,76,-0.00287958568,-0.0318482221
crossover,low-group-delay,48000,129,1024,,86,9,77,-0.00299573819,-0.033132869
crossover,low-group-delay,48000,129,1024,,87,9,78,-0.00296948987,-0.0328425625
crossover,low-group-delay,48000,129,1024,,88,9,79,-0.00283296482,-0.0313325953
crossover,low-group-delay,48000,129,1024,,89,9,80,-0.00258671598,-0.0286090827
crossover,low-group-delay,48000,129,1024,,90,9,81,-0.00224501519,-0.0248298714
crossover,low-group-delay,48000,129,1024,,91,9,82,-0.00182075259,-0.0201375264
crossover,low-group-delay,48000,129,1024,,92,9,83,-0.00129272471,-0.0142975372
crossover,low-group-delay,48000,129,1024,,93,9,84,-0.000703980342,-0.00778602366
crossover,low-group-delay,48000,129,1024,,94,9,85,-0.000138781687,-0.00153492567
crossover,low-group-delay,48000,129,1024,,95,9,86,0.000421667963,0.00466364832
crossover,low-group-delay,48000,129,1024,,96,9,87,0.000956458551,0.010578433
crossover,low-group-delay,48000,129,1024,,97,9,88,0.00145489599,0.0160911519
crossover,low-group-delay,48000,129,1024,,98,9,89,0.00193338065,0.021383193
crossover,low-group-delay,48000,129,1024,,99,9,90,0.00232740604,0.0257411143
crossover,low-group-delay,48000,129,1024,,100,9,91,0.00260769822,0.0288411463
crossover,low-group-delay,48000,129,1024,,101,9,92,0.00276131659,0.0305401657
crossover,low-group-delay,48000,129,1024,,102,9,93,0.00278734492,0.0308280391
crossover,low-group-delay,48000,129,1024,,103,9,94,0.00272384374,0.030125716
crossover,low-group-delay,48000,129,1024,,104,9,95,0.00255300554,0.0282362451
crossover,low-group-delay,48000,129,1024,,105,9,96,0.00226151868,0.0250124001
crossover,low-group-delay,48000,129,1024,,106,9,97,0.001871312,0.0206967136
crossover,low-group-delay,48000,129,1024,,107,9,98,0.00139541458,0.0154332874
crossover,low-group-delay,48000,129,1024,,108,9,99,0.000889310801,0.00983577882
crossover,low-group-delay,48000,129,1024,,109,9,100,0.000353972367,0.00391493492
crossover,low-group-delay,48000,129,1024,,110,9,101,-0.000244053424,-0.00269923124
crossover,low-group-delay,48000,129,1024,,111,9,102,-0.000851403236,-0.00941652109
crossover,low-group-delay,48000,129,1024,,112,9,103,-0.00141072286,-0.015602597
crossover,low-group-delay,48000,129,1024,,113,9,104,-0.00195304171,-0.0216006443
crossover,low-group-delay,48000,129,1024,,114,9,105,-0.00238117653,-0.0263358161
crossover,low-group-delay,48000,129,1024,,115,9,106,-0.0026760639,-0.0295972708
crossover,low-group-delay,48000,129,1024,,116,9,107,-0.00292303397,-0.0323287602
crossover,low-group-delay,48000,129,1024,,117,9,108,-0.00306861659,-0.0339389041
crossover,low-group-delay,48000,129,1024,,118,9,109,-0.00307213572,-0.0339778258
crossover,low-group-delay,48000,129,1024,,119,9,110,-0.00300867578,-0.0332759588
crossover,low-group-delay,48000,129,1024,,120,9,111,-0.00287270252,-0.0317720943
crossover,low-group-delay,48000,129,1024,,121,9,112,-0.00259948732,-0.0287503338
crossover,low-group-delay,48000,129,1024,,122,9,113,-0.00218411226,-0.024156285
crossover,low-group-delay,48000,129,1024,,123,9,114,-0.0015934684,-0.0176237629
crossover,low-group-delay,48000,129,1024,,124,9,115,-0.000913596681,-0.0101043807
crossover,low-group-delay,48000,129,1024,,125,9,116,-0.000307851576,-0.0034048389
crossover,low-group-delay,48000,129,1024,,126,9,117,8.28562774e-05,0.000916390555
crossover,low-group-delay,48000,129,1024,,127,9,118,0.000209928695,0.00232181169
crossover,low-group-delay,48000,129,1024,,128,9,119,0.00012170399,0.00134604631
