target,method,sample_rate_hz,taps,fft_size,phase_delay_samples,frequency_hz,target_magnitude_db,magnitude_db,group_delay_samples,delay_weight
parametric-eq,phase-interpolation,48000,129,1024,16,4171.875,0.334233078,0.551740296,13.404878,1.06507144
parametric-eq,phase-interpolation,48000,129,1024,16,4218.75,0.265119105,0.451607945,13.6167565,1.05080437
parametric-eq,phase-interpolation,48000,129,1024,16,4265.625,0.209195306,0.364655458,13.8436317,1.03951245
parametric-eq,phase-interpolation,48000,129,1024,16,4312.5,0.164234804,0.288639624,14.0735491,1.03061035
parametric-eq,phase-interpolation,48000,129,1024,16,4359.375,0.128308006,0.221309264,14.2924214,1.0236209
parametric-eq,phase-interpolation,48000,129,1024,16,4406.25,0.0997654667,0.160786413,14.4892304,1.01815608
parametric-eq,phase-interpolation,48000,129,1024,16,4453.125,0.0772149256,0.105854567,14.6598755,1.01390139
parametric-eq,phase-interpolation,48000,129,1024,16,4500,0.0594942996,0.0560146999,14.8078912,1.01060295
parametric-eq,phase-interpolation,48000,129,1024,16,4546.875,0.0456426379,0.0112866529,14.9418501,1.00805667
parametric-eq,phase-interpolation,48000,129,1024,16,4593.75,0.0348712323,-0.0281481938,15.0707868,1.00609927
parametric-eq,phase-interpolation,48000,129,1024,16,4640.625,0.0265368361,-0.0622992338,15.1998099,1.00460079
parametric-eq,phase-interpolation,48000,129,1024,16,4687.5,0.0201181863,-0.0915603767,15.3278913,1.00345826
parametric-eq,phase-interpolation,48000,129,1024,16,4734.375,0.0151960664,-0.116672517,15.4487236,1.00259058
parametric-eq,phase-interpolation,48000,129,1024,16,4781.25,0.0114363877,-0.138492852,15.5540485,1.00193417
parametric-eq,phase-interpolation,48000,129,1024,16,4828.125,0.00857549204,-0.157695648,15.6377557,1.00143945
parametric-eq,phase-interpolation,48000,129,1024,16,4875,0.00640707264,-0.174552154,15.6988184,1.00106794
parametric-eq,phase-interpolation,48000,129,1024,16,4921.875,0.00477054299,-0.188891873,15.741795,1.00078993
parametric-eq,phase-interpolation,48000,129,1024,16,4968.75,0.00354104641,-0.200259284,15.7747813,1.0005826
parametric-eq,phase-interpolation,48000,129,1024,16,5015.625,0.00262137843,-0.208190499,15.8058382,0
parametric-eq,phase-interpolation,48000,129,1024,16,5062.5,0.00193588419,-0.212482073,15.8395688,0
parametric-eq,phase-interpolation,48000,129,1024,16,5109.375,0.0014260509,-0.213331379,15.8754078,0
parametric-eq,phase-interpolation,48000,129,1024,16,5156.25,0.00104725829,-0.211290522,15.908349,0
parametric-eq,phase-interpolation,48000,129,1024,16,5203.125,0.000766119664,-0.207063293,15.9316771,0
parametric-eq,phase-interpolation,48000,129,1024,16,5250,0.00055804276,-0.201244989,15.9403643,0
parametric-eq,phase-interpolation,48000,129,1024,16,5296.875,0.000404936919,-0.19412601,15.9335596,0
parametric-eq,phase-interpolation,48000,129,1024,16,5343.75,0.000293224389,-0.185645606,15.915092,0
parametric-eq,phase-interpolation,48000,129,1024,16,5390.625,0.000212369276,-0.175510843,15.8918356,0
parametric-eq,phase-interpolation,48000,129,1024,16,5437.5,0.000154017249,-0.163420961,15.8707422,0
parametric-eq,phase-interpolation,48000,129,1024,16,5484.375,0.000111639432,-0.149291301,15.855921,0
parametric-eq,phase-interpolation,48000,129,1024,16,5531.25,8.04233579e-05,-0.133373971,15.8470974,0
parametric-eq,phase-interpolation,48000,129,1024,16,5578.125,5.71376127e-05,-0.11622248,15.840118,0
parametric-eq,phase-interpolation,48000,129,1024,16,5625,3.98146114e-05,-0.0985207891,15.8291995,0
parametric-eq,phase-interpolation,48000,129,1024,16,5671.875,2.7271828e-05,-0.0808585703,15.8098302,0
parametric-eq,phase-interpolation,48000,129,1024,16,5718.75,1.86245961e-05,-0.0635558114,15.7809827,0
parametric-eq,phase-interpolation,48000,129,1024,16,5765.625,1.29662919e-05,-0.0466137141,15.7456651,0
parametric-eq,phase-interpolation,48000,129,1024,16,5812.5,9.30514663e-06,-0.029809372,15.70962,0
parametric-eq,phase-interpolation,48000,129,1024,16,5859.375,6.71253498e-06,-0.0128865626,15.6788054,0
parametric-eq,phase-interpolation,48000,129,1024,16,5906.25,4.53697924e-06,0.00424716896,15.6568295,0
parametric-eq,phase-interpolation,48000,129,1024,16,5953.125,2.52565233e-06,0.0214076922,15.6435116,0
parametric-eq,phase-interpolation,48000,129,1024,16,6000,7.70282457e-07,0.0381555346,15.6352015,0
parametric-eq,phase-interpolation,48000,129,1024,16,6046.875,-4.92745686e-07,0.0539380938,15.6266611,0
parametric-eq,phase-interpolation,48000,129,1024,16,6093.75,-1.11411178e-06,0.0682846672,15.6135994,0
parametric-eq,phase-interpolation,48000,129,1024,16,6140.625,-1.16998813e-06,0.0809642594,15.5946877,0
parametric-eq,phase-interpolation,48000,129,1024,16,6187.5,-9.43375276e-07,0.092035883,15.5721623,0
parametric-eq,phase-interpolation,48000,129,1024,16,6234.375,-7.77139614e-07,0.101771635,15.5507844,0
parametric-eq,phase-interpolation,48000,129,1024,16,6281.25,-8.96366391e-07,0.110490682,15.5356642,0
parametric-eq,phase-interpolation,48000,129,1024,16,6328.125,-1.30583066e-06,0.11838177,15.5299625,0
parametric-eq,phase-interpolation,48000,129,1024,16,6375,-1.81638466e-06,0.125395566,15.5335218,0
parametric-eq,phase-interpolation,48000,129,1024,16,6421.875,-2.17615601e-06,0.131254539,15.5430377,0
parametric-eq,phase-interpolation,48000,129,1024,16,6468.75,-2.22467635e-06,0.135573012,15.5536552,0
parametric-eq,phase-interpolation,48000,129,1024,16,6515.625,-1.98133658e-06,0.138029688,15.561222,0
parametric-eq,phase-interpolation,48000,129,1024,16,6562.5,-1.6235596e-06,0.138512578,15.5641557,0
parametric-eq,phase-interpolation,48000,129,1024,16,6609.375,-1.37590999e-06,0.137170986,15.5640891,0
parametric-eq,phase-interpolation,48000,129,1024,16,6656.25,-1.38011916e-06,0.134352904,15.5650339,0
parametric-eq,phase-interpolation,48000,129,1024,16,6703.125,-1.62145071e-06,0.130458409,15.5714693,0
parametric-eq,phase-interpolation,48000,129,1024,16,6750,-1.94918394e-06,0.125777207,15.5862433,0
parametric-eq,phase-interpolation,48000,129,1024,16,6796.875,-2.17277611e-06,0.120384588,15.6092497,0
parametric-eq,phase-interpolation,48000,129,1024,16,6843.75,-2.17364722e-06,0.114142102,15.6374762,0
parametric-eq,phase-interpolation,48000,129,1024,16,6890.625,-1.96798146e-06,0.106800309,15.6663744,0
parametric-eq,phase-interpolation,48000,129,1024,16,6937.5,-1.68833822e-06,0.0981541647,15.6918962,0
parametric-eq,phase-interpolation,48000,129,1024,16,6984.375,-1.50022201e-06,0.0881787189,15.7122517,0
parametric-eq,phase-interpolation,48000,129,1024,16,7031.25,-1.50556353e-06,0.0770834315,15.7286009,0
parametric-eq,phase-interpolation,48000,129,1024,16,7078.125,-1.68891393e-06,0.0652615839,15.7443877,0
parametric-eq,phase-interpolation,48000,129,1024,16,7125,-1.93408442e-06,0.053159149,15.7636408,0
parametric-eq,phase-interpolation,48000,129,1024,16,7171.875,-2.09706353e-06,0.0411236343,15.7890294,0
parametric-eq,phase-interpolation,48000,129,1024,16,7218.75,-2.09000245e-06,0.0293017512,15.8205657,0
parametric-eq,phase-interpolation,48000,129,1024,16,7265.625,-1.92774517e-06,0.017631495,15.8555418,0
parametric-eq,phase-interpolation,48000,129,1024,16,7312.5,-1.71283905e-06,0.00593020096,15.8897103,0
parametric-eq,phase-interpolation,48000,129,1024,16,7359.375,-1.57149858e-06,-0.00596388325,15.9191457,0
parametric-eq,phase-interpolation,48000,129,1024,16,7406.25,-1.58009583e-06,-0.0180625467,15.9419248,0
parametric-eq,phase-interpolation,48000,129,1024,16,7453.125,-1.72464066e-06,-0.0301700569,15.9588708,0
parametric-eq,phase-interpolation,48000,129,1024,16,7500,-1.91428714e-06,-0.0419225596,15.9730409,0
parametric-eq,phase-interpolation,48000,129,1024,16,7546.875,-2.0378532e-06,-0.052905621,15.9882101,0
parametric-eq,phase-interpolation,48000,129,1024,16,7593.75,-2.02853059e-06,-0.0627959026,16.0070529,0
parametric-eq,phase-interpolation,48000,129,1024,16,7640.625,-1.89941116e-06,-0.0714625477,16.0298559,0
parametric-eq,phase-interpolation,48000,129,1024,16,7687.5,-1.73131789e-06,-0.0789829673,16.0543465,0
parametric-eq,phase-interpolation,48000,129,1024,16,7734.375,-1.62269428e-06,-0.0855674866,16.0767015,0
parametric-eq,phase-interpolation,48000,129,1024,16,7781.25,-1.63234489e-06,-0.0914290767,16.0932541,0
parametric-eq,phase-interpolation,48000,129,1024,16,7828.125,-1.74809674e-06,-0.0966587231,16.1021096,0
parametric-eq,phase-interpolation,48000,129,1024,16,7875,-1.89777011e-06,-0.101163204,16.1039416,0
parametric-eq,phase-interpolation,48000,129,1024,16,7921.875,-1.99379529e-06,-0.104692722,16.1016217,0
parametric-eq,phase-interpolation,48000,129,1024,16,7968.75,-1.98412348e-06,-0.106944736,16.0988676,0
parametric-eq,phase-interpolation,48000,129,1024,16,8015.625,-1.88002739e-06,-0.107695919,16.0985347,0
parametric-eq,phase-interpolation,48000,129,1024,16,8062.5,-1.74620223e-06,-0.106901822,16.1013316,0
parametric-eq,phase-interpolation,48000,129,1024,16,8109.375,-1.66088347e-06,-0.104719127,16.105544,0
parametric-eq,phase-interpolation,48000,129,1024,16,8156.25,-1.67037939e-06,-0.101441276,16.1078787,0
parametric-eq,phase-interpolation,48000,129,1024,16,8203.125,-1.76428104e-06,-0.0973779565,16.1050237,0
parametric-eq,phase-interpolation,48000,129,1024,16,8250,-1.8844039e-06,-0.0927339333,16.0951999,0
parametric-eq,phase-interpolation,48000,129,1024,16,8296.875,-1.96056966e-06,-0.0875419373,16.079002,0
parametric-eq,phase-interpolation,48000,129,1024,16,8343.75,-1.95138011e-06,-0.0816788566,16.0591587,0
parametric-eq,phase-interpolation,48000,129,1024,16,8390.625,-1.86642816e-06,-0.0749563197,16.0393337,0
parametric-eq,phase-interpolation,48000,129,1024,16,8437.5,-1.75821121e-06,-0.0672431524,16.0225231,0
parametric-eq,phase-interpolation,48000,129,1024,16,8484.375,-1.68991721e-06,-0.0585631041,16.0097798,0
parametric-eq,phase-interpolation,48000,129,1024,16,8531.25,-1.69871931e-06,-0.0491230844,15.9998454,0
parametric-eq,phase-interpolation,48000,129,1024,16,8578.125,-1.77578759e-06,-0.0392594421,15.9898444,0
parametric-eq,phase-interpolation,48000,129,1024,16,8625,-1.87361214e-06,-0.0293274881,15.9767066,0
parametric-eq,phase-interpolation,48000,129,1024,16,8671.875,-1.93509902e-06,-0.0195849479,15.958656,0
parametric-eq,phase-interpolation,48000,129,1024,16,8718.75,-1.92673133e-06,-0.0101219083,15.9360882,0
parametric-eq,phase-interpolation,48000,129,1024,16,8765.625,-1.85663073e-06,-0.00086788376,15.9114482,0
parametric-eq,phase-interpolation,48000,129,1024,16,8812.5,-1.76791677e-06,0.00832871105,15.8881769,0
parametric-eq,phase-interpolation,48000,129,1024,16,8859.375,-1.71234693e-06,0.0175861425,15.8692131,0
parametric-eq,phase-interpolation,48000,129,1024,16,8906.25,-1.7202573e-06,0.0268929502,15.8557372,0
parametric-eq,phase-interpolation,48000,129,1024,16,8953.125,-1.78418026e-06,0.0360737514,15.8467293,0
parametric-eq,phase-interpolation,48000,129,1024,16,9000,-1.86487472e-06,0.0448324699,15.8395331,0
parametric-eq,phase-interpolation,48000,129,1024,16,9046.875,-1.91527615e-06,0.0528525164,15.8311542,0
parametric-eq,phase-interpolation,48000,129,1024,16,9093.75,-1.90782937e-06,0.0599076963,15.8196863,0
parametric-eq,phase-interpolation,48000,129,1024,16,9140.625,-1.84940028e-06,0.0659334514,15.8052167,0
parametric-eq,phase-interpolation,48000,129,1024,16,9187.5,-1.77579207e-06,0.0710268068,15.789807,0
parametric-eq,phase-interpolation,48000,129,1024,16,9234.375,-1.72992589e-06,0.0753761156,15.7765691,0
parametric-eq,phase-interpolation,48000,129,1024,16,9281.25,-1.73691421e-06,0.0791535231,15.7682654,0
parametric-eq,phase-interpolation,48000,129,1024,16,9328.125,-1.79044326e-06,0.0824197158,15.7660761,0
parametric-eq,phase-interpolation,48000,129,1024,16,9375,-1.85776705e-06,0.0850844632,15.7690955,0
parametric-eq,phase-interpolation,48000,129,1024,16,9421.875,-1.89963635e-06,0.0869404515,15.7747827,0
parametric-eq,phase-interpolation,48000,129,1024,16,9468.75,-1.89309375e-06,0.0877540802,15.7801467,0
parametric-eq,phase-interpolation,48000,129,1024,16,9515.625,-1.84394727e-06,0.0873710175,15.7831149,0
parametric-eq,phase-interpolation,48000,129,1024,16,9562.5,-1.78221603e-06,0.0857881639,15.783459,0
parametric-eq,phase-interpolation,48000,129,1024,16,9609.375,-1.74388356e-06,0.0831596003,15.7828648,0
parametric-eq,phase-interpolation,48000,129,1024,16,9656.25,-1.74999813e-06,0.0797344403,15.7841224,0
parametric-eq,phase-interpolation,48000,129,1024,16,9703.125,-1.79521436e-06,0.0757554445,15.7898145,0
parametric-eq,phase-interpolation,48000,129,1024,16,9750,-1.85195249e-06,0.0713648857,15.8011045,0
parametric-eq,phase-interpolation,48000,129,1024,16,9796.875,-1.88714312e-06,0.0665604867,15.8171792,0
parametric-eq,phase-interpolation,48000,129,1024,16,9843.75,-1.88143589e-06,0.0612209392,15.8355966,0
parametric-eq,phase-interpolation,48000,129,1024,16,9890.625,-1.83975329e-06,0.0551883893,15.8533698,0
parametric-eq,phase-interpolation,48000,129,1024,16,9937.5,-1.7874869e-06,0.048369316,15.8682833,0
parametric-eq,phase-interpolation,48000,129,1024,16,9984.375,-1.75509747e-06,0.040807313,15.8798379,0
parametric-eq,phase-interpolation,48000,129,1024,16,10031.25,-1.7604197e-06,0.0326946325,15.8894019,0
parametric-eq,phase-interpolation,48000,129,1024,16,10078.125,-1.79891745e-06,0.0243175096,15.8995065,0
parametric-eq,phase-interpolation,48000,129,1024,16,10125,-1.84716721e-06,0.0159604069,15.9126139,0
parametric-eq,phase-interpolation,48000,129,1024,16,10171.875,-1.87705049e-06,0.00781285166,15.9299241,0
parametric-eq,phase-interpolation,48000,129,1024,16,10218.75,-1.87209026e-06,-7.89220971e-05,15.9507663,0
parametric-eq,phase-interpolation,48000,129,1024,16,10265.625,-1.83646973e-06,-0.00779412481,15.9728507,0
parametric-eq,phase-interpolation,48000,129,1024,16,10312.5,-1.79183793e-06,-0.0154624977,15.9932588,0
parametric-eq,phase-interpolation,48000,129,1024,16,10359.375,-1.76420424e-06,-0.0231674989,16.00971,0
parametric-eq,phase-interpolation,48000,129,1024,16,10406.25,-1.76882549e-06,-0.0308723346,16.0215271,0
parametric-eq,phase-interpolation,48000,129,1024,16,10453.125,-1.80184082e-06,-0.0384026609,16.0298643,0
parametric-eq,phase-interpolation,48000,129,1024,16,10500,-1.84320507e-06,-0.04549369,16.0371034,0
parametric-eq,phase-interpolation,48000,129,1024,16,10546.875,-1.86881313e-06,-0.0518801078,16.0456983,0
parametric-eq,phase-interpolation,48000,129,1024,16,10593.75,-1.86450831e-06,-0.0573878365,16.056999,0
parametric-eq,phase-interpolation,48000,129,1024,16,10640.625,-1.83385696e-06,-0.0619860305,16.0705925,0
parametric-eq,phase-interpolation,48000,129,1024,16,10687.5,-1.79545132e-06,-0.0657761211,16.0844618,0
parametric-eq,phase-interpolation,48000,129,1024,16,10734.375,-1.77167266e-06,-0.0689237032,16.0958812,0
parametric-eq,phase-interpolation,48000,129,1024,16,10781.25,-1.77568287e-06,-0.0715651168,16.1026331,0
parametric-eq,phase-interpolation,48000,129,1024,16,10828.125,-1.80418464e-06,-0.0737317165,16.1039886,0
parametric-eq,phase-interpolation,48000,129,1024,16,10875,-1.83990488e-06,-0.0753262539,16.1010085,0
parametric-eq,phase-interpolation,48000,129,1024,16,10921.875,-1.86202665e-06,-0.0761617445,16.0960359,0
parametric-eq,phase-interpolation,48000,129,1024,16,10968.75,-1.85829023e-06,-0.0760447005,16.0916164,0
parametric-eq,phase-interpolation,48000,129,1024,16,11015.625,-1.83174696e-06,-0.0748644961,16.0893402,0
parametric-eq,phase-interpolation,48000,129,1024,16,11062.5,-1.7984698e-06,-0.0726479969,16.0891367,0
parametric-eq,phase-interpolation,48000,129,1024,16,11109.375,-1.77785275e-06,-0.0695546682,16.0893407,0
parametric-eq,phase-interpolation,48000,129,1024,16,11156.25,-1.78133516e-06,-0.0658147691,16.0874926,0
parametric-eq,phase-interpolation,48000,129,1024,16,11203.125,-1.80609058e-06,-0.0616392041,16.0815004,0
parametric-eq,phase-interpolation,48000,129,1024,16,11250,-1.83714016e-06,-0.0571421803,16.070628,0
parametric-eq,phase-interpolation,48000,129,1024,16,11296.875,-1.85638715e-06,-0.0523114929,16.0558629,0
parametric-eq,phase-interpolation,48000,129,1024,16,11343.75,-1.85314011e-06,-0.0470392506,16.0395021,0
parametric-eq,phase-interpolation,48000,129,1024,16,11390.625,-1.83001974e-06,-0.0411982808,16.0241491,0
parametric-eq,phase-interpolation,48000,129,1024,16,11437.5,-1.80100559e-06,-0.0347287517,16.011581,0
parametric-eq,phase-interpolation,48000,129,1024,16,11484.375,-1.78300915e-06,-0.0276950704,16.0020043,0
parametric-eq,phase-interpolation,48000,129,1024,16,11531.25,-1.78603833e-06,-0.0202869322,15.9940362,0
parametric-eq,phase-interpolation,48000,129,1024,16,11578.125,-1.80766071e-06,-0.0127641533,15.9854137,0
parametric-eq,phase-interpolation,48000,129,1024,16,11625,-1.83481122e-06,-0.00537064573,15.9740979,0
parametric-eq,phase-interpolation,48000,129,1024,16,11671.875,-1.85166348e-06,0.00174328973,15.959265,0
parametric-eq,phase-interpolation,48000,129,1024,16,11718.75,-1.84883579e-06,0.00855539196,15.9417342,0
parametric-eq,phase-interpolation,48000,129,1024,16,11765.625,-1.82858817e-06,0.0151476416,15.9236428,0
parametric-eq,phase-interpolation,48000,129,1024,16,11812.5,-1.80314737e-06,0.0216358578,15.9075208,0
parametric-eq,phase-interpolation,48000,129,1024,16,11859.375,-1.78734433e-06,0.0280854312,15.8951903,0
parametric-eq,phase-interpolation,48000,129,1024,16,11906.25,-1.78998582e-06,0.0344520663,15.8869924,0
parametric-eq,phase-interpolation,48000,129,1024,16,11953.125,-1.80896969e-06,0.0405747308,15.8816938,0
parametric-eq,phase-interpolation,48000,129,1024,16,12000,-1.83283904e-06,0.0462238781,15.877111,0
parametric-eq,phase-interpolation,48000,129,1024,16,12046.875,-1.84767783e-06,0.0511826441,15.8711578,0
parametric-eq,phase-interpolation,48000,129,1024,16,12093.75,-1.84520832e-06,0.0553238461,15.8628352,0
parametric-eq,phase-interpolation,48000,129,1024,16,12140.625,-1.82738799e-06,0.0586478872,15.8527114,0
parametric-eq,phase-interpolation,48000,129,1024,16,12187.5,-1.80496563e-06,0.061264767,15.8426795,0
parametric-eq,phase-interpolation,48000,129,1024,16,12234.375,-1.79101487e-06,0.0633289298,15.8351072,0
parametric-eq,phase-interpolation,48000,129,1024,16,12281.25,-1.79332562e-06,0.0649570877,15.8317696,0
parametric-eq,phase-interpolation,48000,129,1024,16,12328.125,-1.81007303e-06,0.0661667601,15.833054,0
parametric-eq,phase-interpolation,48000,129,1024,16,12375,-1.83116067e-06,0.0668635852,15.8377996,0
parametric-eq,phase-interpolation,48000,129,1024,16,12421.875,-1.84429195e-06,0.0668829015,15.8438423,0
parametric-eq,phase-interpolation,48000,129,1024,16,12468.75,-1.8421277e-06,0.0660661569,15.8490082,0
parametric-eq,phase-interpolation,48000,129,1024,16,12515.625,-1.8263711e-06,0.0643369142,15.8520984,0
parametric-eq,phase-interpolation,48000,129,1024,16,12562.5,-1.80651669e-06,0.061741714,15.8534159,0
parametric-eq,phase-interpolation,48000,129,1024,16,12609.375,-1.7941431e-06,0.0584373415,15.8545993,0
parametric-eq,phase-interpolation,48000,129,1024,16,12656.25,-1.79617225e-06,0.0546305428,15.8578429,0
parametric-eq,phase-interpolation,48000,129,1024,16,12703.125,-1.81101254e-06,0.0504978555,15.8648622,0
parametric-eq,phase-interpolation,48000,129,1024,16,12750,-1.82972563e-06,0.0461221685,15.8760789,0
parametric-eq,phase-interpolation,48000,129,1024,16,12796.875,-1.84139736e-06,0.0414748051,15.8903987,0
parametric-eq,phase-interpolation,48000,129,1024,16,12843.75,-1.83949276e-06,0.0364508864,15.9056812,0
parametric-eq,phase-interpolation,48000,129,1024,16,12890.625,-1.82550103e-06,0.0309412326,15.9196808,0
parametric-eq,phase-interpolation,48000,129,1024,16,12937.5,-1.80784585e-06,0.0249074488,15.9310266,0
parametric-eq,phase-interpolation,48000,129,1024,16,12984.375,-1.79682546e-06,0.0184256563,15.9397927,0
parametric-eq,phase-interpolation,48000,129,1024,16,13031.25,-1.79861528e-06,0.0116788681,15.9474048,0
parametric-eq,phase-interpolation,48000,129,1024,16,13078.125,-1.81182013e-06,0.00490150205,15.9559282,0
parametric-eq,phase-interpolation,48000,129,1024,16,13125,-1.82849323e-06,-0.00169869895,15.9670655,0
parametric-eq,phase-interpolation,48000,129,1024,16,13171.875,-1.83890812e-06,-0.00800584474,15.9813236,0
parametric-eq,phase-interpolation,48000,129,1024,16,13218.75,-1.837224e-06,-0.0140187031,15.9977315,0
parametric-eq,phase-interpolation,48000,129,1024,16,13265.625,-1.82474978e-06,-0.0198212081,16.014237,0
parametric-eq,phase-interpolation,48000,129,1024,16,13312.5,-1.80898972e-06,-0.0255147748,16.0285952,0
parametric-eq,phase-interpolation,48000,129,1024,16,13359.375,-1.79913866e-06,-0.0311438953,16.0393417,0
parametric-eq,phase-interpolation,48000,129,1024,16,13406.25,-1.80072547e-06,-0.0366493049,16.0464048,0
parametric-eq,phase-interpolation,48000,129,1024,16,13453.125,-1.81252046e-06,-0.0418701786,16.0510825,0
parametric-eq,phase-interpolation,48000,129,1024,16,13500,-1.82743047e-06,-0.0465943706,16.0553987,0
parametric-eq,phase-interpolation,48000,129,1024,16,13546.875,-1.83675562e-06,-0.0506338154,16.0611334,0
parametric-eq,phase-interpolation,48000,129,1024,16,13593.75,-1.83525836e-06,-0.0538907887,16.068974,0
parametric-eq,phase-interpolation,48000,129,1024,16,13640.625,-1.82409558e-06,-0.056384975,16.0781734,0
parametric-eq,phase-interpolation,48000,129,1024,16,13687.5,-1.80997806e-06,-0.0582293358,16.086872,0
parametric-eq,phase-interpolation,48000,129,1024,16,13734.375,-1.80114423e-06,-0.0595662562,16.0929314,0
parametric-eq,phase-interpolation,48000,129,1024,16,13781.25,-1.80255917e-06,-0.0604935105,16.0948952,0
parametric-eq,phase-interpolation,48000,129,1024,16,13828.125,-1.8131328e-06,-0.0610139662,16.0926389,0
parametric-eq,phase-interpolation,48000,129,1024,16,13875,-1.82651047e-06,-0.0610318494,16.087415,0
parametric-eq,phase-interpolation,48000,129,1024,16,13921.875,-1.8348846e-06,-0.0603970363,16.0812763,0
parametric-eq,phase-interpolation,48000,129,1024,16,13968.75,-1.83354531e-06,-0.0589769367,16.0761431,0
parametric-eq,phase-interpolation,48000,129,1024,16,14015.625,-1.82352132e-06,-0.0567229892,16.07294,0
parametric-eq,phase-interpolation,48000,129,1024,16,14062.5,-1.81083522e-06,-0.0537013155,16.0711977,0
parametric-eq,phase-interpolation,48000,129,1024,16,14109.375,-1.80289185e-06,-0.0500735732,16.0693003,0
parametric-eq,phase-interpolation,48000,129,1024,16,14156.25,-1.80416171e-06,-0.0460369021,16.0652593,0
parametric-eq,phase-interpolation,48000,129,1024,16,14203.125,-1.81367236e-06,-0.041750478,16.0576572,0
parametric-eq,phase-interpolation,48000,129,1024,16,14250,-1.82571118e-06,-0.0372820615,16.0463289,0
parametric-eq,phase-interpolation,48000,129,1024,16,14296.875,-1.83325029e-06,-0.0325985436,16.0324718,0
parametric-eq,phase-interpolation,48000,129,1024,16,14343.75,-1.83204413e-06,-0.0276042969,16.0181372,0
parametric-eq,phase-interpolation,48000,129,1024,16,14390.625,-1.82301342e-06,-0.0222093486,16.0053377,0
parametric-eq,phase-interpolation,48000,129,1024,16,14437.5,-1.81158118e-06,-0.0163958486,15.9951776,0
parametric-eq,phase-interpolation,48000,129,1024,16,14484.375,-1.80442197e-06,-0.0102521728,15.9874044,0
parametric-eq,phase-interpolation,48000,129,1024,16,14531.25,-1.80556979e-06,-0.00395893585,15.9805842,0
parametric-eq,phase-interpolation,48000,129,1024,16,14578.125,-1.8141513e-06,0.0022667003,15.9728165,0
parametric-eq,phase-interpolation,48000,129,1024,16,14625,-1.82501444e-06,0.00824298767,15.9626572,0
parametric-eq,phase-interpolation,48000,129,1024,16,14671.875,-1.83181612e-06,0.013879147,15.9498261,0
parametric-eq,phase-interpolation,48000,129,1024,16,14718.75,-1.83072168e-06,0.0191895593,15.9353783,0
parametric-eq,phase-interpolation,48000,129,1024,16,14765.625,-1.822561e-06,0.0242606214,15.9212639,0
parametric-eq,phase-interpolation,48000,129,1024,16,14812.5,-1.81223245e-06,0.0291858695,15.9094788,0
parametric-eq,phase-interpolation,48000,129,1024,16,14859.375,-1.8057677e-06,0.0339993807,15.9011957,0
parametric-eq,phase-interpolation,48000,129,1024,16,14906.25,-1.80681338e-06,0.0386381434,15.8962717,0
parametric-eq,phase-interpolation,48000,129,1024,16,14953.125,-1.81457941e-06,0.0429506966,15.8933589,0
parametric-eq,phase-interpolation,48000,129,1024,16,15000,-1.82440522e-06,0.0467480178,15.8905603,0
parametric-eq,phase-interpolation,48000,129,1024,16,15046.875,-1.83055202e-06,0.0498732954,15.886331,0
parametric-eq,phase-interpolation,48000,129,1024,16,15093.75,-1.82955081e-06,0.0522587262,15.8802068,0
parametric-eq,phase-interpolation,48000,129,1024,16,15140.625,-1.82215523e-06,0.0539436092,15.8730331,0
parametric-eq,phase-interpolation,48000,129,1024,16,15187.5,-1.81280272e-06,0.0550457772,15.8665893,0
parametric-eq,phase-interpolation,48000,129,1024,16,15234.375,-1.80695636e-06,0.0556996918,15.862784,0
parametric-eq,phase-interpolation,48000,129,1024,16,15281.25,-1.8079171e-06,0.0559896791,15.8627893,0
parametric-eq,phase-interpolation,48000,129,1024,16,15328.125,-1.81496463e-06,0.0559089181,15.8665109,0
parametric-eq,phase-interpolation,48000,129,1024,16,15375,-1.82387104e-06,0.055362883,15.8726358,0
parametric-eq,phase-interpolation,48000,129,1024,16,15421.875,-1.82943316e-06,0.0542154503,15.8792336,0
parametric-eq,phase-interpolation,48000,129,1024,16,15468.75,-1.82850915e-06,0.0523563128,15.8846325,0
parametric-eq,phase-interpolation,48000,129,1024,16,15515.625,-1.82178891e-06,0.0497587042,15.8881682,0
parametric-eq,phase-interpolation,48000,129,1024,16,15562.5,-1.81330342e-06,0.0465010418,15.8904641,0
parametric-eq,phase-interpolation,48000,129,1024,16,15609.375,-1.80801057e-06,0.0427426689,15.8931193,0
parametric-eq,phase-interpolation,48000,129,1024,16,15656.25,-1.80890134e-06,0.0386648274,15.8979469,0
parametric-eq,phase-interpolation,48000,129,1024,16,15703.125,-1.81531352e-06,0.0344038179,15.9061134,0
parametric-eq,phase-interpolation,48000,129,1024,16,15750,-1.82340144e-06,0.0300068124,15.9175725,0
parametric-eq,phase-interpolation,48000,129,1024,16,15796.875,-1.82843887e-06,0.0254303218,15.9310541,0
parametric-eq,phase-interpolation,48000,129,1024,16,15843.75,-1.8275781e-06,0.0205816763,15.9446106,0
parametric-eq,phase-interpolation,48000,129,1024,16,15890.625,-1.82145611e-06,0.0153841332,15.9564682,0
parametric-eq,phase-interpolation,48000,129,1024,16,15937.5,-1.81374409e-06,0.00983551206,15.965793,0
parametric-eq,phase-interpolation,48000,129,1024,16,15984.375,-1.80894923e-06,0.00403337081,15.9730224,0
parametric-eq,phase-interpolation,48000,129,1024,16,16031.25,-1.80978306e-06,-0.0018448784,15.9796141,0
