target,method,sample_rate_hz,taps,fft_size,phase_delay_samples,frequency_hz,target_magnitude_db,magnitude_db,group_delay_samples,delay_weight
parametric-eq,complex-minimax,48000,129,1024,16,12937.5,-1.80784585e-06,-0.0958908965,16.1501035,0
parametric-eq,complex-minimax,48000,129,1024,16,12984.375,-1.79682546e-06,-0.130726783,16.1902745,0
parametric-eq,complex-minimax,48000,129,1024,16,13031.25,-1.79861528e-06,-0.164130689,16.2327975,0
parametric-eq,complex-minimax,48000,129,1024,16,13078.125,-1.81182013e-06,-0.195097699,16.285551,0
parametric-eq,complex-minimax,48000,129,1024,16,13125,-1.82849323e-06,-0.223074,16.3507211,0
parametric-eq,complex-minimax,48000,129,1024,16,13171.875,-1.83890812e-06,-0.248064365,16.4234676,0
parametric-eq,complex-minimax,48000,129,1024,16,13218.75,-1.837224e-06,-0.270491372,16.4938136,0
parametric-eq,complex-minimax,48000,129,1024,16,13265.625,-1.82474978e-06,-0.290872665,16.5508847,0
parametric-eq,complex-minimax,48000,129,1024,16,13312.5,-1.80898972e-06,-0.309465445,16.5875542,0
parametric-eq,complex-minimax,48000,129,1024,16,13359.375,-1.79913866e-06,-0.326040586,16.6034087,0
parametric-eq,complex-minimax,48000,129,1024,16,13406.25,-1.80072547e-06,-0.339889361,16.6047321,0
parametric-eq,complex-minimax,48000,129,1024,16,13453.125,-1.81252046e-06,-0.350061863,16.6015129,0
parametric-eq,complex-minimax,48000,129,1024,16,13500,-1.82743047e-06,-0.355732464,16.6027927,0
parametric-eq,complex-minimax,48000,129,1024,16,13546.875,-1.83675562e-06,-0.356528776,16.6124489,0
parametric-eq,complex-minimax,48000,129,1024,16,13593.75,-1.83525836e-06,-0.3526747,16.6273582,0
parametric-eq,complex-minimax,48000,129,1024,16,13640.625,-1.82409558e-06,-0.344882105,16.6388042,0
parametric-eq,complex-minimax,48000,129,1024,16,13687.5,-1.80997806e-06,-0.334041062,16.6364701,0
parametric-eq,complex-minimax,48000,129,1024,16,13734.375,-1.80114423e-06,-0.320849962,16.6131716,0
parametric-eq,complex-minimax,48000,129,1024,16,13781.25,-1.80255917e-06,-0.305551893,16.5681931,0
parametric-eq,complex-minimax,48000,129,1024,16,13828.125,-1.8131328e-06,-0.287893905,16.5077571,0
parametric-eq,complex-minimax,48000,129,1024,16,13875,-1.82651047e-06,-0.267325783,16.4424206,0
parametric-eq,complex-minimax,48000,129,1024,16,13921.875,-1.8348846e-06,-0.243348062,16.3825384,0
parametric-eq,complex-minimax,48000,129,1024,16,13968.75,-1.83354531e-06,-0.215850858,16.3338229,0
parametric-eq,complex-minimax,48000,129,1024,16,14015.625,-1.82352132e-06,-0.185287388,16.2950288,0
parametric-eq,complex-minimax,48000,129,1024,16,14062.5,-1.81083522e-06,-0.15260078,16.2588379,0
parametric-eq,complex-minimax,48000,129,1024,16,14109.375,-1.80289185e-06,-0.118936469,16.215514,0
parametric-eq,complex-minimax,48000,129,1024,16,14156.25,-1.80416171e-06,-0.0852704129,16.1576243,0
parametric-eq,complex-minimax,48000,129,1024,16,14203.125,-1.81367236e-06,-0.0521197832,16.0836781,0
parametric-eq,complex-minimax,48000,129,1024,16,14250,-1.82571118e-06,-0.0194635069,15.9990717,0
parametric-eq,complex-minimax,48000,129,1024,16,14296.875,-1.83325029e-06,0.0130944181,15.9139311,0
parametric-eq,complex-minimax,48000,129,1024,16,14343.75,-1.83204413e-06,0.0459940724,15.8388042,0
parametric-eq,complex-minimax,48000,129,1024,16,14390.625,-1.82301342e-06,0.07937219,15.7801309,0
parametric-eq,complex-minimax,48000,129,1024,16,14437.5,-1.81158118e-06,0.112857934,15.7375668,0
parametric-eq,complex-minimax,48000,129,1024,16,14484.375,-1.80442197e-06,0.145606654,15.7044038,0
parametric-eq,complex-minimax,48000,129,1024,16,14531.25,-1.80556979e-06,0.176556281,15.6708809,0
parametric-eq,complex-minimax,48000,129,1024,16,14578.125,-1.8141513e-06,0.204788548,15.6288348,0
parametric-eq,complex-minimax,48000,129,1024,16,14625,-1.82501444e-06,0.229830903,15.5755639,0
parametric-eq,complex-minimax,48000,129,1024,16,14671.875,-1.83181612e-06,0.251763914,15.5151864,0
parametric-eq,complex-minimax,48000,129,1024,16,14718.75,-1.83072168e-06,0.271087146,15.4569014,0
parametric-eq,complex-minimax,48000,129,1024,16,14765.625,-1.822561e-06,0.288404555,15.4109272,0
parametric-eq,complex-minimax,48000,129,1024,16,14812.5,-1.81223245e-06,0.30407216,15.3839387,0
parametric-eq,complex-minimax,48000,129,1024,16,14859.375,-1.8057677e-06,0.317969339,15.3760978,0
parametric-eq,complex-minimax,48000,129,1024,16,14906.25,-1.80681338e-06,0.329499341,15.3810647,0
parametric-eq,complex-minimax,48000,129,1024,16,14953.125,-1.81457941e-06,0.337818537,15.3889816,0
parametric-eq,complex-minimax,48000,129,1024,16,15000,-1.82440522e-06,0.342188231,15.3910294,0
parametric-eq,complex-minimax,48000,129,1024,16,15046.875,-1.83055202e-06,0.342287907,15.3834655,0
parametric-eq,complex-minimax,48000,129,1024,16,15093.75,-1.82955081e-06,0.338348198,15.3693318,0
parametric-eq,complex-minimax,48000,129,1024,16,15140.625,-1.82215523e-06,0.331043927,15.3570805,0
parametric-eq,complex-minimax,48000,129,1024,16,15187.5,-1.81280272e-06,0.321195226,15.3567236,0
parametric-eq,complex-minimax,48000,129,1024,16,15234.375,-1.80695636e-06,0.30941182,15.3752282,0
parametric-eq,complex-minimax,48000,129,1024,16,15281.25,-1.8079171e-06,0.295843194,15.413266,0
parametric-eq,complex-minimax,48000,129,1024,16,15328.125,-1.81496463e-06,0.280150237,15.4648399,0
parametric-eq,complex-minimax,48000,129,1024,16,15375,-1.82387104e-06,0.26171179,15.5199657,0
parametric-eq,complex-minimax,48000,129,1024,16,15421.875,-1.82943316e-06,0.239970678,15.5691535,0
parametric-eq,complex-minimax,48000,129,1024,16,15468.75,-1.82850915e-06,0.214760628,15.607629,0
parametric-eq,complex-minimax,48000,129,1024,16,15515.625,-1.82178891e-06,0.186465628,15.637392,0
parametric-eq,complex-minimax,48000,129,1024,16,15562.5,-1.81330342e-06,0.155939456,15.6662013,0
parametric-eq,complex-minimax,48000,129,1024,16,15609.375,-1.80801057e-06,0.124220456,15.7039206,0
parametric-eq,complex-minimax,48000,129,1024,16,15656.25,-1.80890134e-06,0.0921692529,15.7578518,0
parametric-eq,complex-minimax,48000,129,1024,16,15703.125,-1.81531352e-06,0.0601939968,15.8291792,0
parametric-eq,complex-minimax,48000,129,1024,16,15750,-1.82340144e-06,0.0281895076,15.912189,0
parametric-eq,complex-minimax,48000,129,1024,16,15796.875,-1.82843887e-06,-0.00428154195,15.9966386,0
parametric-eq,complex-minimax,48000,129,1024,16,15843.75,-1.8275781e-06,-0.037649364,16.0721745,0
parametric-eq,complex-minimax,48000,129,1024,16,15890.625,-1.82145611e-06,-0.0719957289,16.1327683,0
parametric-eq,complex-minimax,48000,129,1024,16,15937.5,-1.81374409e-06,-0.106866267,16.1791798,0
parametric-eq,complex-minimax,48000,129,1024,16,15984.375,-1.80894923e-06,-0.141322446,16.2183562,0
parametric-eq,complex-minimax,48000,129,1024,16,16031.25,-1.80978306e-06,-0.174212443,16.2600248,0
parametric-eq,complex-minimax,48000,129,1024,16,16078.125,-1.81563147e-06,-0.204541815,16.3119823,0
parametric-eq,complex-minimax,48000,129,1024,16,16125,-1.82298769e-06,-0.231777928,16.376217,0
parametric-eq,complex-minimax,48000,129,1024,16,16171.875,-1.82755189e-06,-0.255950173,16.4476703,0
parametric-eq,complex-minimax,48000,129,1024,16,16218.75,-1.82674216e-06,-0.277501084,16.5162305,0
parametric-eq,complex-minimax,48000,129,1024,16,16265.625,-1.82115188e-06,-0.296958364,16.5710375,0
parametric-eq,complex-minimax,48000,129,1024,16,16312.5,-1.81413276e-06,-0.314579243,16.6051257,0
parametric-eq,complex-minimax,48000,129,1024,16,16359.375,-1.80978816e-06,-0.330129436,16.6183247,0
parametric-eq,complex-minimax,48000,129,1024,16,16406.25,-1.81057648e-06,-0.342897342,16.617144,0
parametric-eq,complex-minimax,48000,129,1024,16,16453.125,-1.815923e-06,-0.35193914,16.6116918,0
parametric-eq,complex-minimax,48000,129,1024,16,16500,-1.82262242e-06,-0.356447091,16.6109841,0
parametric-eq,complex-minimax,48000,129,1024,16,16546.875,-1.82675769e-06,-0.356076133,16.6187538,0
parametric-eq,complex-minimax,48000,129,1024,16,16593.75,-1.82598829e-06,-0.351080348,16.6316966,0
parametric-eq,complex-minimax,48000,129,1024,16,16640.625,-1.8208721e-06,-0.342196837,16.6409753,0
parametric-eq,complex-minimax,48000,129,1024,16,16687.5,-1.8144762e-06,-0.330330392,16.6362797,0
parametric-eq,complex-minimax,48000,129,1024,16,16734.375,-1.81054069e-06,-0.316182671,16.6105652,0
parametric-eq,complex-minimax,48000,129,1024,16,16781.25,-1.81129356e-06,-0.299992438,16.5633361,0
parametric-eq,complex-minimax,48000,129,1024,16,16828.125,-1.81619191e-06,-0.281501578,16.5010246,0
parametric-eq,complex-minimax,48000,129,1024,16,16875,-1.82229939e-06,-0.2601604,16.4343017,0
parametric-eq,complex-minimax,48000,129,1024,16,16921.875,-1.82604401e-06,-0.235478988,16.3734973,0
parametric-eq,complex-minimax,48000,129,1024,16,16968.75,-1.82530546e-06,-0.20736465,16.3241767,0
parametric-eq,complex-minimax,48000,129,1024,16,17015.625,-1.82061327e-06,-0.176289941,16.2848984,0
parametric-eq,complex-minimax,48000,129,1024,16,17062.5,-1.81478013e-06,-0.143212444,16.2481901,0
parametric-eq,complex-minimax,48000,129,1024,16,17109.375,-1.81121812e-06,-0.109281847,16.2042733,0
parametric-eq,complex-minimax,48000,129,1024,16,17156.25,-1.81194446e-06,-0.0754669847,16.1458001,0
parametric-eq,complex-minimax,48000,129,1024,16,17203.125,-1.81644141e-06,-0.0422699213,16.0714485,0
parametric-eq,complex-minimax,48000,129,1024,16,17250,-1.82201335e-06,-0.00965290518,15.9867874,0
parametric-eq,complex-minimax,48000,129,1024,16,17296.875,-1.82540045e-06,0.0227917486,15.9020368,0
parametric-eq,complex-minimax,48000,129,1024,16,17343.75,-1.82468432e-06,0.0555069545,15.8277125,0
parametric-eq,complex-minimax,48000,129,1024,16,17390.625,-1.8203724e-06,0.0886239798,15.7701063,0
parametric-eq,complex-minimax,48000,129,1024,16,17437.5,-1.81504941e-06,0.121762863,15.7286718,0
parametric-eq,complex-minimax,48000,129,1024,16,17484.375,-1.81183004e-06,0.154072697,15.6965313,0
parametric-eq,complex-minimax,48000,129,1024,16,17531.25,-1.81253783e-06,0.184493366,15.6638573,0
parametric-eq,complex-minimax,48000,129,1024,16,17578.125,-1.81667428e-06,0.212118455,15.6225447,0
parametric-eq,complex-minimax,48000,129,1024,16,17625,-1.82175979e-06,0.236494498,15.5700409,0
parametric-eq,complex-minimax,48000,129,1024,16,17671.875,-1.82481812e-06,0.25772261,15.5106298,0
parametric-eq,complex-minimax,48000,129,1024,16,17718.75,-1.82411688e-06,0.27631806,15.453614,0
parametric-eq,complex-minimax,48000,129,1024,16,17765.625,-1.82014694e-06,0.292891611,15.4092006,0
parametric-eq,complex-minimax,48000,129,1024,16,17812.5,-1.81528819e-06,0.307797196,15.3839399,0
parametric-eq,complex-minimax,48000,129,1024,16,17859.375,-1.81238467e-06,0.320907259,15.3778086,0
parametric-eq,complex-minimax,48000,129,1024,16,17906.25,-1.81308106e-06,0.331619464,15.3843017,0
parametric-eq,complex-minimax,48000,129,1024,16,17953.125,-1.81689288e-06,0.339091425,15.3934868,0
parametric-eq,complex-minimax,48000,129,1024,16,18000,-1.8215349e-06,0.342594784,15.3965892,0
parametric-eq,complex-minimax,48000,129,1024,16,18046.875,-1.82428944e-06,0.34182656,15.3900038,0
parametric-eq,complex-minimax,48000,129,1024,16,18093.75,-1.82359627e-06,0.337036995,15.3769369,0
parametric-eq,complex-minimax,48000,129,1024,16,18140.625,-1.81993468e-06,0.328916565,15.3659555,0
parametric-eq,complex-minimax,48000,129,1024,16,18187.5,-1.8155e-06,0.318292845,15.3670815,0
parametric-eq,complex-minimax,48000,129,1024,16,18234.375,-1.81288904e-06,0.305774207,15.3871797,0
parametric-eq,complex-minimax,48000,129,1024,16,18281.25,-1.81358053e-06,0.291503349,15.4267517,0
parametric-eq,complex-minimax,48000,129,1024,16,18328.125,-1.81709929e-06,0.275134691,15.4796363,0
parametric-eq,complex-minimax,48000,129,1024,16,18375,-1.82133542e-06,0.256046378,15.5357625,0
parametric-eq,complex-minimax,48000,129,1024,16,18421.875,-1.82380787e-06,0.233689013,15.585665,0
parametric-eq,complex-minimax,48000,129,1024,16,18468.75,-1.82311656e-06,0.207911329,15.6246876,0
parametric-eq,complex-minimax,48000,129,1024,16,18515.625,-1.81973367e-06,0.179115018,15.6549851,0
parametric-eq,complex-minimax,48000,129,1024,16,18562.5,-1.81568786e-06,0.148168471,15.6844336,0
parametric-eq,complex-minimax,48000,129,1024,16,18609.375,-1.81334922e-06,0.116117079,15.7229209,0
parametric-eq,complex-minimax,48000,129,1024,16,18656.25,-1.81404177e-06,0.0838197451,15.7776646,0
parametric-eq,complex-minimax,48000,129,1024,16,18703.125,-1.81729533e-06,0.0516767332,15.8496918,0
parametric-eq,complex-minimax,48000,129,1024,16,18750,-1.82115854e-06,0.0195739737,15.9331267,0
parametric-eq,complex-minimax,48000,129,1024,16,18796.875,-1.82336776e-06,-0.0129304567,16.0176302,0
parametric-eq,complex-minimax,48000,129,1024,16,18843.75,-1.8226726e-06,-0.0462640964,16.0928556,0
parametric-eq,complex-minimax,48000,129,1024,16,18890.625,-1.8195422e-06,-0.0804994337,16.1528771,0
parametric-eq,complex-minimax,48000,129,1024,16,18937.5,-1.81585436e-06,-0.115170154,16.1986029,0
parametric-eq,complex-minimax,48000,129,1024,16,18984.375,-1.81377046e-06,-0.149328563,16.2371059,0
parametric-eq,complex-minimax,48000,129,1024,16,19031.25,-1.81446957e-06,-0.181821007,16.2781588,0
parametric-eq,complex-minimax,48000,129,1024,16,19078.125,-1.81748261e-06,-0.211660183,16.3295044,0
parametric-eq,complex-minimax,48000,129,1024,16,19125,-1.82100187e-06,-0.238327592,16.3930041,0
parametric-eq,complex-minimax,48000,129,1024,16,19171.875,-1.82296424e-06,-0.261869065,16.4634603,0
parametric-eq,complex-minimax,48000,129,1024,16,19218.75,-1.82225991e-06,-0.282740696,16.5306781,0
parametric-eq,complex-minimax,48000,129,1024,16,19265.625,-1.81935875e-06,-0.301477546,16.583811,0
parametric-eq,complex-minimax,48000,129,1024,16,19312.5,-1.81600172e-06,-0.318337976,16.6160022,0
parametric-eq,complex-minimax,48000,129,1024,16,19359.375,-1.81415733e-06,-0.333085767,16.6272419,0
parametric-eq,complex-minimax,48000,129,1024,16,19406.25,-1.81486814e-06,-0.345009152,16.6241879,0
parametric-eq,complex-minimax,48000,129,1024,16,19453.125,-1.81766257e-06,-0.353170182,16.6170273,0
parametric-eq,complex-minimax,48000,129,1024,16,19500,-1.82086335e-06,-0.356774755,16.6147602,0
parametric-eq,complex-minimax,48000,129,1024,16,19546.875,-1.82259303e-06,-0.355497526,16.6210277,0
parametric-eq,complex-minimax,48000,129,1024,16,19593.75,-1.82187454e-06,-0.349613997,16.6324119,0
parametric-eq,complex-minimax,48000,129,1024,16,19640.625,-1.81918196e-06,-0.339879249,16.6400036,0
parametric-eq,complex-minimax,48000,129,1024,16,19687.5,-1.81613184e-06,-0.327209029,16.6335046,0
parametric-eq,complex-minimax,48000,129,1024,16,19734.375,-1.8145138e-06,-0.3123084,16.6059698,0
parametric-eq,complex-minimax,48000,129,1024,16,19781.25,-1.81524117e-06,-0.295414615,16.5570529,0
parametric-eq,complex-minimax,48000,129,1024,16,19828.125,-1.81783651e-06,-0.276267612,16.4933258,0
parametric-eq,complex-minimax,48000,129,1024,16,19875,-1.82074122e-06,-0.254319571,16.4255331,0
parametric-eq,complex-minimax,48000,129,1024,16,19921.875,-1.82225042e-06,-0.229088333,16.363985,0
parametric-eq,complex-minimax,48000,129,1024,16,19968.75,-1.82151301e-06,-0.200493761,16.3141469,0
parametric-eq,complex-minimax,48000,129,1024,16,20015.625,-1.81901057e-06,-0.169021979,16.2744468,0
parametric-eq,complex-minimax,48000,129,1024,16,20062.5,-1.81624635e-06,-0.135640438,16.2373131,0
parametric-eq,complex-minimax,48000,129,1024,16,20109.375,-1.81484336e-06,-0.10150155,16.1929449,0
parametric-eq,complex-minimax,48000,129,1024,16,20156.25,-1.81559195e-06,-0.0675691079,16.1340563,0
parametric-eq,complex-minimax,48000,129,1024,16,20203.125,-1.81800563e-06,-0.0343348474,16.0594417,0
parametric-eq,complex-minimax,48000,129,1024,16,20250,-1.82063397e-06,-0.00174981411,15.9747845,0
parametric-eq,complex-minimax,48000,129,1024,16,20296.875,-1.82193315e-06,0.0306013334,15.8903628,0
parametric-eq,complex-minimax,48000,129,1024,16,20343.75,-1.82117224e-06,0.0631631501,15.8166637,0
parametric-eq,complex-minimax,48000,129,1024,16,20390.625,-1.81884344e-06,0.0960630963,15.7598721,0
parametric-eq,complex-minimax,48000,129,1024,16,20437.5,-1.81634667e-06,0.128915277,15.7193009,0
parametric-eq,complex-minimax,48000,129,1024,16,20484.375,-1.81514908e-06,0.160865227,15.6879587,0
parametric-eq,complex-minimax,48000,129,1024,16,20531.25,-1.81592341e-06,0.190855193,15.6559771,0
parametric-eq,complex-minimax,48000,129,1024,16,20578.125,-1.81817104e-06,0.217988006,15.6152967,0
parametric-eq,complex-minimax,48000,129,1024,16,20625,-1.82054029e-06,0.241824273,15.5634702,0
parametric-eq,complex-minimax,48000,129,1024,16,20671.875,-1.82163833e-06,0.262479894,15.5048953,0
parametric-eq,complex-minimax,48000,129,1024,16,20718.75,-1.82084946e-06,0.280481275,15.4489401,0
parametric-eq,complex-minimax,48000,129,1024,16,20765.625,-1.8186795e-06,0.296444011,15.4057965,0
parametric-eq,complex-minimax,48000,129,1024,16,20812.5,-1.81643397e-06,0.310720779,15.3819212,0
parametric-eq,complex-minimax,48000,129,1024,16,20859.375,-1.81543365e-06,0.323179697,15.3771581,0
parametric-eq,complex-minimax,48000,129,1024,16,20906.25,-1.81623815e-06,0.333215443,15.3848882,0
parametric-eq,complex-minimax,48000,129,1024,16,20953.125,-1.81833376e-06,0.339987742,15.3951319,0
parametric-eq,complex-minimax,48000,129,1024,16,21000,-1.8204591e-06,0.342776826,15.3991516,0
parametric-eq,complex-minimax,48000,129,1024,16,21046.875,-1.8213634e-06,0.341293223,15.3934428,0
parametric-eq,complex-minimax,48000,129,1024,16,21093.75,-1.82054218e-06,0.335801829,15.3813277,0
parametric-eq,complex-minimax,48000,129,1024,16,21140.625,-1.81851775e-06,0.327004651,15.371449,0
parametric-eq,complex-minimax,48000,129,1024,16,21187.5,-1.81650929e-06,0.315734783,15.3738277,0
parametric-eq,complex-minimax,48000,129,1024,16,21234.375,-1.81569948e-06,0.302599927,15.3952484,0
parametric-eq,complex-minimax,48000,129,1024,16,21281.25,-1.81653854e-06,0.287738531,15.4360868,0
parametric-eq,complex-minimax,48000,129,1024,16,21328.125,-1.81849478e-06,0.270801377,15.4900654,0
parametric-eq,complex-minimax,48000,129,1024,16,21375,-1.82038945e-06,0.251167429,15.5470555,0
parametric-eq,complex-minimax,48000,129,1024,16,21421.875,-1.82110612e-06,0.228294283,15.5976149,0
parametric-eq,complex-minimax,48000,129,1024,16,21468.75,-1.82024813e-06,0.202042703,15.6371763,0
parametric-eq,complex-minimax,48000,129,1024,16,21515.625,-1.81835723e-06,0.172828005,15.6680051,0
parametric-eq,complex-minimax,48000,129,1024,16,21562.5,-1.81657347e-06,0.14152959,15.6980566,0
parametric-eq,complex-minimax,48000,129,1024,16,21609.375,-1.81594871e-06,0.109198125,15.7372271,0
parametric-eq,complex-minimax,48000,129,1024,16,21656.25,-1.81682675e-06,0.0766914289,15.7926642,0
parametric-eq,complex-minimax,48000,129,1024,16,21703.125,-1.81865503e-06,0.0444044197,15.8652758,0
parametric-eq,complex-minimax,48000,129,1024,16,21750,-1.82033056e-06,0.0122172877,15.949068,0
parametric-eq,complex-minimax,48000,129,1024,16,21796.875,-1.82086446e-06,-0.0203142382,16.0336355,0
parametric-eq,complex-minimax,48000,129,1024,16,21843.75,-1.81996525e-06,-0.0536147006,16.108643,0
parametric-eq,complex-minimax,48000,129,1024,16,21890.625,-1.81819701e-06,-0.0877490115,16.1682444,0
parametric-eq,complex-minimax,48000,129,1024,16,21937.5,-1.81662724e-06,-0.122241804,16.2134567,0
parametric-eq,complex-minimax,48000,129,1024,16,21984.375,-1.81618326e-06,-0.156138914,16.2514401,0
parametric-eq,complex-minimax,48000,129,1024,16,22031.25,-1.81710478e-06,-0.188286021,16.291993,0
parametric-eq,complex-minimax,48000,129,1024,16,22078.125,-1.81881544e-06,-0.217701925,16.3428103,0
parametric-eq,complex-minimax,48000,129,1024,16,22125,-1.82028176e-06,-0.243879261,16.4056552,0
parametric-eq,complex-minimax,48000,129,1024,16,22171.875,-1.82063659e-06,-0.266876427,16.4752297,0
parametric-eq,complex-minimax,48000,129,1024,16,22218.75,-1.81969163e-06,-0.287159708,16.5412843,0
parametric-eq,complex-minimax,48000,129,1024,16,22265.625,-1.81803618e-06,-0.305269728,16.5929931,0
parametric-eq,complex-minimax,48000,129,1024,16,22312.5,-1.81667119e-06,-0.321466055,16.6235893,0
parametric-eq,complex-minimax,48000,129,1024,16,22359.375,-1.81640485e-06,-0.335511916,16.6331874,0
parametric-eq,complex-minimax,48000,129,1024,16,22406.25,-1.81737445e-06,-0.346696893,16.6285548,0
parametric-eq,complex-minimax,48000,129,1024,16,22453.125,-1.81897691e-06,-0.354089334,16.619932,0
parametric-eq,complex-minimax,48000,129,1024,16,22500,-1.82024253e-06,-0.356907366,16.6163007,0
parametric-eq,complex-minimax,48000,129,1024,16,22546.875,-1.82042089e-06,-0.354842207,16.6212306,0
parametric-eq,complex-minimax,48000,129,1024,16,22593.75,-1.81942548e-06,-0.34818672,16.6312216,0
parametric-eq,complex-minimax,48000,129,1024,16,22640.625,-1.81787385e-06,-0.337710264,16.6373198,0
parametric-eq,complex-minimax,48000,129,1024,16,22687.5,-1.8167058e-06,-0.324337271,16.6292491,0
parametric-eq,complex-minimax,48000,129,1024,16,22734.375,-1.81661504e-06,-0.308775823,16.6001513,0
parametric-eq,complex-minimax,48000,129,1024,16,22781.25,-1.81763749e-06,-0.2912628,16.5497995,0
parametric-eq,complex-minimax,48000,129,1024,16,22828.125,-1.81914034e-06,-0.271537901,16.4848707,0
parametric-eq,complex-minimax,48000,129,1024,16,22875,-1.82021245e-06,-0.249056314,16.4161586,0
parametric-eq,complex-minimax,48000,129,1024,16,22921.875,-1.82021586e-06,-0.223343414,16.3539487,0
parametric-eq,complex-minimax,48000,129,1024,16,22968.75,-1.81916512e-06,-0.194329902,16.3036232,0
parametric-eq,complex-minimax,48000,129,1024,16,23015.625,-1.81770909e-06,-0.162512884,16.2635096,0
parametric-eq,complex-minimax,48000,129,1024,16,23062.5,-1.81673144e-06,-0.128867277,16.2259666,0
parametric-eq,complex-minimax,48000,129,1024,16,23109.375,-1.81681526e-06,-0.0945469899,16.181187,0
parametric-eq,complex-minimax,48000,129,1024,16,23156.25,-1.81789556e-06,-0.0605112533,16.1219434,0
parametric-eq,complex-minimax,48000,129,1024,16,23203.125,-1.81930666e-06,-0.0272434418,16.0471255,0
parametric-eq,complex-minimax,48000,129,1024,16,23250,-1.82019119e-06,0.00531393071,15.9625034,0
parametric-eq,complex-minimax,48000,129,1024,16,23296.875,-1.82002014e-06,0.037581535,15.8783913,0
parametric-eq,complex-minimax,48000,129,1024,16,23343.75,-1.81890895e-06,0.0700044174,15.8052414,0
parametric-eq,complex-minimax,48000,129,1024,16,23390.625,-1.81754098e-06,0.102706526,15.7491452,0
parametric-eq,complex-minimax,48000,129,1024,16,23437.5,-1.81674838e-06,0.135297366,15.709302,0
parametric-eq,complex-minimax,48000,129,1024,16,23484.375,-1.81700679e-06,0.166920398,15.6786353,0
parametric-eq,complex-minimax,48000,129,1024,16,23531.25,-1.81815022e-06,0.196520939,15.6472552,0
parametric-eq,complex-minimax,48000,129,1024,16,23578.125,-1.8194768e-06,0.223210403,15.6071486,0
parametric-eq,complex-minimax,48000,129,1024,16,23625,-1.82017852e-06,0.24656149,15.5559584,0
parametric-eq,complex-minimax,48000,129,1024,16,23671.875,-1.81983248e-06,0.266702187,15.4981708,0
parametric-eq,complex-minimax,48000,129,1024,16,23718.75,-1.81865541e-06,0.284167552,15.4431978,0
parametric-eq,complex-minimax,48000,129,1024,16,23765.625,-1.81736857e-06,0.299576536,15.4012066,0
parametric-eq,complex-minimax,48000,129,1024,16,23812.5,-1.81675681e-06,0.313280465,15.378568,0
parametric-eq,complex-minimax,48000,129,1024,16,23859.375,-1.81719086e-06,0.325144165,15.375015,0
parametric-eq,complex-minimax,48000,129,1024,16,23906.25,-1.81840301e-06,0.334560752,15.3838404,0
parametric-eq,complex-minimax,48000,129,1024,16,23953.125,-1.81965173e-06,0.340692993,15.3950367,0
parametric-eq,complex-minimax,48000,129,1024,16,24000,-1.82017431e-06,0.342829531,15.3999074,0
parametric-eq,minphase-truncation,48000,129,1024,0,0,3.85730987e-15,-0.000425094869,-0.558268601,0
parametric-eq,minphase-truncation,48000,129,1024,0,46.875,-5.43410295e-07,-0.000305966222,-0.556988547,0
parametric-eq,minphase-truncation,48000,129,1024,0,93.75,-1.85412125e-06,-1.5076164e-05,-0.55410253,0
parametric-eq,minphase-truncation,48000,129,1024,0,140.625,-3.15814005e-06,0.00028485998,-0.551949408,0
parametric-eq,minphase-truncation,48000,129,1024,0,187.5,-3.67615948e-06,0.000425084365,-0.552967602,0
parametric-eq,minphase-truncation,48000,129,1024,0,234.375,-3.08160572e-06,0.000324911153,-0.558349589,0
parametric-eq,minphase-truncation,48000,129,1024,0,281.25,-1.70319478e-06,3.78476311e-05,-0.567373519,0
parametric-eq,minphase-truncation,48000,129,1024,0,328.125,-3.48502546e-07,-0.000276413895,-0.577788416,0
parametric-eq,minphase-truncation,48000,129,1024,0,375,1.60136208e-07,-0.000439865245,-0.587060693,0
parametric-eq,minphase-truncation,48000,129,1024,0,421.875,-5.23627377e-07,-0.000356212245,-0.593811559,0
parametric-eq,minphase-truncation,48000,129,1024,0,468.75,-2.04025109e-06,-6.73513849e-05,-0.598648915,0
parametric-eq,minphase-truncation,48000,129,1024,0,515.625,-3.50416827e-06,0.000266688625,-0.603908926,0
parametric-eq,minphase-truncation,48000,129,1024,0,562.5,-4.00961963e-06,0.000455361866,-0.612417619,0
parametric-eq,minphase-truncation,48000,129,1024,0,609.375,-3.18067592e-06,0.000385438271,-0.625937462,0
parametric-eq,minphase-truncation,48000,129,1024,0,656.25,-1.43814884e-06,8.86040379e-05,-0.644165285,0
parametric-eq,minphase-truncation,48000,129,1024,0,703.125,1.98947445e-07,-0.00027123993,-0.664873074,0
parametric-eq,minphase-truncation,48000,129,1024,0,750,6.94377398e-07,-0.000487193195,-0.685165441,0
parametric-eq,minphase-truncation,48000,129,1024,0,796.875,-3.63516966e-07,-0.000427402514,-0.703191144,0
parametric-eq,minphase-truncation,48000,129,1024,0,843.75,-2.44755019e-06,-0.000115187136,-0.719347092,0
parametric-eq,minphase-truncation,48000,129,1024,0,890.625,-4.33090881e-06,0.000277210996,-0.736249823,0
parametric-eq,minphase-truncation,48000,129,1024,0,937.5,-4.78850591e-06,0.00052218696,-0.757424049,0
parametric-eq,minphase-truncation,48000,129,1024,0,984.375,-3.37310619e-06,0.000467728979,-0.78540341,0
parametric-eq,minphase-truncation,48000,129,1024,0,1031.25,-7.87992184e-07,0.000131155211,-0.820322162,0
