target,method,sample_rate_hz,prototype_taps,taps,fft_size,phase_delay_samples,iterations,relative_magnitude_error,rms_magnitude_error_db,max_magnitude_error_db,mean_group_delay,group_delay_ripple,minimum_phase_taps,off_centre_linear_energy
crossover,mixed-phase,48000,2049,257,8192,72,2,5.02813928e-08,0.00204505635,0.0415332127,82.4603885,0.812674601,113,4.64073224e-13
crossover,mixed-phase,48000,2049,257,8192,80,1,3.6365336e-07,0.00263794436,0.0439058344,90.4603873,0.812672848,97,2.88435942e-13
crossover,mixed-phase,48000,2049,257,8192,88,1,0.000161891664,0.00575421002,0.0769335749,98.4603626,0.812644289,81,1.07520011e-05
crossover,mixed-phase,48000,2049,257,8192,96,1,5.86972319e-05,0.0584684058,0.317872152,106.459998,0.812129908,65,0.00301675877
crossover,mixed-phase,48000,2049,257,8192,104,5,0.0131364111,1.62256278,8.75067345,114.265822,0.802629786,49,0.157158818
crossover,mixed-phase,48000,2049,257,8192,112,5,0.00260218394,1.00292915,4.93322114,121.347252,0.583213185,33,0.543246352
crossover,mixed-phase,48000,2049,257,8192,120,1,0.000759203554,0.563856855,2.51996279,126.402357,0.0443759338,17,0.73600448
crossover,mixed-phase,48000,2049,257,8192,128,0,3.88445105e-08,0.00177367101,0.0367735888,128,6.02382138e-14,1,0.876622388
crossover,mixed-phase,48000,2049,513,8192,0,0,1.61084364e-09,7.44815758e-05,0.00158301198,10.4603887,0.812674794,513,0
crossover,mixed-phase,48000,2049,513,8192,16,2,2.0371418e-09,9.42326118e-05,0.00204064062,26.4603887,0.812674795,481,0
crossover,mixed-phase,48000,2049,513,8192,32,2,2.56511987e-09,0.000118699313,0.00261227511,42.4603887,0.812674795,449,0
crossover,mixed-phase,48000,2049,513,8192,48,2,3.22223777e-09,0.000149135677,0.00332685161,58.4603887,0.812674794,417,0
crossover,mixed-phase,48000,2049,513,8192,64,2,4.04563674e-09,0.000187246064,0.00422266491,74.4603887,0.812674795,385,0
crossover,mixed-phase,48000,2049,513,8192,80,2,5.08721329e-09,0.000235405849,0.00535153352,90.4603887,0.812674794,353,0
crossover,mixed-phase,48000,2049,513,8192,96,2,6.42165407e-09,0.000297023635,0.00678541904,106.460389,0.812674795,321,2.22044605e-16
crossover,mixed-phase,48000,2049,513,8192,112,2,8.16025507e-09,0.000377161915,0.00862737365,122.460389,0.812674795,289,4.4408921e-16
crossover,mixed-phase,48000,2049,513,8192,128,2,1.04759526e-08,0.000483656316,0.0110305215,138.460389,0.812674796,257,1.11022302e-15
crossover,mixed-phase,48000,2049,513,8192,144,2,1.36515639e-08,0.000629263124,0.0142329132,154.460389,0.812674796,225,3.33066907e-15
crossover,mixed-phase,48000,2049,513,8192,160,1,1.81827465e-08,0.000836137762,0.0186268281,170.460389,0.812674797,193,4.4408921e-15
crossover,mixed-phase,48000,2049,513,8192,176,2,7.82081359e-06,0.00104124743,0.0224662026,186.460389,0.812674797,161,2.84534074e-09
crossover,mixed-phase,48000,2049,513,8192,192,2,6.99435409e-06,0.000909783693,0.0197229547,202.460389,0.812674793,129,2.36222896e-08
crossover,mixed-phase,48000,2049,513,8192,208,1,5.95658347e-06,0.000787701985,0.0172246365,218.460387,0.812672867,97,8.10338563e-08
crossover,mixed-phase,48000,2049,513,8192,224,1,9.6050093e-06,0.00133239922,0.00808393537,234.460002,0.812129892,65,0.0030314003
crossover,mixed-phase,48000,2049,513,8192,240,12,0.00127292241,0.663634199,3.45402724,249.364952,0.583837585,33,0.559451082
crossover,mixed-phase,48000,2049,513,8192,256,0,1.10264964e-08,0.000509392736,0.0116124817,256,1.59813416e-13,1,0.876622388
crossover,mixed-phase,48000,2049,1025,8192,0,0,4.30233787e-13,1.97355132e-08,4.02198774e-07,10.4603887,0.812674794,1025,0
crossover,mixed-phase,48000,2049,1025,8192,32,2,2.52867314e-12,1.053497e-07,8.91072527e-07,42.4603887,0.812674794,961,0
crossover,mixed-phase,48000,2049,1025,8192,64,2,2.03489481e-11,9.01141415e-07,1.02833883e-05,74.4603887,0.812674794,897,0
crossover,mixed-phase,48000,2049,1025,8192,96,2,6.70506641e-11,3.02750849e-06,4.28136526e-05,106.460389,0.812674794,833,0
crossover,mixed-phase,48000,2049,1025,8192,128,1,1.59392187e-10,7.26753903e-06,0.000117515164,138.460389,0.812674794,769,0
crossover,mixed-phase,48000,2049,1025,8192,160,1,3.19990647e-10,1.46759049e-05,0.000261269078,170.460389,0.812674794,705,0
crossover,mixed-phase,48000,2049,1025,8192,192,1,5.80560896e-10,2.67288386e-05,0.000512231299,202.460389,0.812674794,641,0
crossover,mixed-phase,48000,2049,1025,8192,224,1,9.87343087e-10,4.55745814e-05,0.000925492317,234.460389,0.812674794,577,0
crossover,mixed-phase,48000,2049,1025,8192,256,2,1.61084907e-09,7.44817514e-05,0.00158308025,266.460389,0.812674794,513,0
crossover,mixed-phase,48000,2049,1025,8192,288,2,2.56462217e-09,0.000118699684,0.00261241593,298.460389,0.812674794,449,0
crossover,mixed-phase,48000,2049,1025,8192,320,2,4.04437963e-09,0.000187246808,0.00422295027,330.460389,0.812674794,385,0
crossover,mixed-phase,48000,2049,1025,8192,352,2,1.63295964e-06,0.000249157928,0.00558301476,362.460389,0.812674795,321,3.22527338e-10
crossover,mixed-phase,48000,2049,1025,8192,384,2,1.33602344e-06,0.000201018952,0.00445482203,394.460389,0.812674795,257,2.40048559e-09
crossover,mixed-phase,48000,2049,1025,8192,416,1,1.07104612e-06,0.000160614076,0.00351985456,426.460389,0.812674796,193,8.38188152e-09
crossover,mixed-phase,48000,2049,1025,8192,448,1,8.52642021e-07,0.000127596404,0.00276329991,458.460389,0.812674793,129,3.37518421e-08
crossover,mixed-phase,48000,2049,1025,8192,480,1,7.65029855e-07,0.000113667374,0.00220351766,490.460002,0.812129892,65,0.00303142158
crossover,mixed-phase,48000,2049,1025,8192,512,0,1.69600714e-09,7.84329955e-05,0.00167601573,512,4.60839255e-13,1,0.876622388
crossover,linear-phase,48000,2049,65,8192,32,0,0.0021508612,6.33576512,44.9964773,32,1.0803783e-14,1,0.876621815
crossover,linear-phase,48000,2049,129,8192,64,0,4.35856092e-06,0.00912501744,0.114643632,64,2.05439347e-14,1,0.876622388
crossover,linear-phase,48000,2049,193,8192,96,0,6.20903196e-08,0.00279245395,0.054206524,96,7.37590598e-14,1,0.876622388
crossover,linear-phase,48000,2049,257,8192,128,0,3.88445105e-08,0.00177367101,0.0367735888,128,6.02382138e-14,1,0.876622388
crossover,linear-phase,48000,2049,321,8192,160,0,2.66481758e-08,0.00122270872,0.0264329138,160,1.96471797e-13,1,0.876622388
crossover,linear-phase,48000,2049,385,8192,192,0,1.92634933e-08,0.000886688468,0.0196901521,192,1.796764e-13,1,0.876622388
crossover,linear-phase,48000,2049,449,8192,224,0,1.44072668e-08,0.000664589072,0.015007462,224,2.71973648e-13,1,0.876622388
crossover,linear-phase,48000,2049,513,8192,256,0,1.10264964e-08,0.000509392736,0.0116124817,256,1.59813416e-13,1,0.876622388
crossover,linear-phase,48000,2049,577,8192,288,0,8.57418996e-09,0.000396503503,0.00907469554,288,2.21064257e-13,1,0.876622388
crossover,linear-phase,48000,2049,641,8192,320,0,6.74028437e-09,0.000311902346,0.00713502211,320,4.50376723e-13,1,0.876622388
crossover,linear-phase,48000,2049,705,8192,352,0,5.33687502e-09,0.000247055685,0.00562810839,352,3.12423606e-13,1,0.876622388
crossover,linear-phase,48000,2049,769,8192,384,0,4.2438994e-09,0.000196490884,0.00444338376,384,4.1280593e-13,1,0.876622388
crossover,linear-phase,48000,2049,833,8192,416,0,3.38126867e-09,0.000156546031,0.00350404998,416,3.8191169e-13,1,0.876622388
crossover,linear-phase,48000,2049,897,8192,448,0,2.69361325e-09,0.000124682712,0.00275505791,448,4.6780774e-13,1,0.876622388
crossover,linear-phase,48000,2049,961,8192,480,0,2.14147767e-09,9.90879035e-05,0.00215588478,480,4.55600152e-13,1,0.876622388
crossover,linear-phase,48000,2049,1025,8192,512,0,1.69600714e-09,7.84329955e-05,0.00167601573,512,4.60839255e-13,1,0.876622388
deep-notch,mixed-phase,48000,2049,129,8192,0,0,0.000667578051,0.797194221,11.2429001,9.93768946,7.4968029,129,0
deep-notch,mixed-phase,48000,2049,129,8192,4,1,0.00732847136,1.17980232,16.0169798,13.970375,7.49526454,121,0.000259667742
deep-notch,mixed-phase,48000,2049,129,8192,8,1,0.0183417893,1.6188966,17.7609648,17.9647786,7.64314328,113,0.00344912798
deep-notch,mixed-phase,48000,2049,129,8192,12,12,0.00441960566,0.915773117,9.58784377,18.6092069,8.52390473,105,0.058406956
deep-notch,mixed-phase,48000,2049,129,8192,16,7,0.00310269738,0.998934632,13.6821865,21.9817517,7.29333738,97,0.0419268229
deep-notch,mixed-phase,48000,2049,129,8192,20,3,0.00644360558,1.21679319,10.7842269,27.3523503,6.20322844,89,0.0266870076
deep-notch,mixed-phase,48000,2049,129,8192,24,1,0.00786456873,1.91082545,24.6015619,32.2385459,5.95222654,81,0.013938615
deep-notch,mixed-phase,48000,2049,129,8192,28,2,0.0151401013,1.98090625,18.3774248,36.0464935,6.08156447,73,0.0246569002
deep-notch,mixed-phase,48000,2049,129,8192,32,2,0.00982231217,1.11300897,8.34176724,39.7014926,5.00097397,65,0.0280810565
deep-notch,mixed-phase,48000,2049,129,8192,36,1,0.00841314841,1.34412768,48.3360142,42.3320406,3.98624327,57,0.0349877706
deep-notch,mixed-phase,48000,2049,129,8192,40,2,0.0155372962,1.46986068,32.5251894,46.642615,3.67958616,49,0.036416234
deep-notch,mixed-phase,48000,2049,129,8192,44,4,0.0148451618,1.30165496,32.8317783,50.5148867,3.63748158,41,0.0376092118
deep-notch,mixed-phase,48000,2049,129,8192,48,1,0.0148225584,1.48359707,47.9442953,52.3019699,1.87259534,33,0.0473419058
deep-notch,mixed-phase,48000,2049,129,8192,52,2,0.0101447424,1.45541857,34.957665,56.8542835,1.70453436,25,0.047331126
deep-notch,mixed-phase,48000,2049,129,8192,56,2,0.00575739361,1.71240922,30.1078587,58.8565169,0.461761225,17,0.0598685627
deep-notch,mixed-phase,48000,2049,129,8192,60,1,0.00841138927,3.1627906,49.4461377,60.2254717,1.92918074,9,0.106104797
deep-notch,mixed-phase,48000,2049,129,8192,64,0,0.00463293756,2.80794744,47.9722244,64,8.43706598e-11,1,0.0642497876
deep-notch,mixed-phase,48000,2049,257,8192,0,0,5.20003722e-07,0.00105534425,0.0135597597,9.93629211,7.50130846,257,0
deep-notch,mixed-phase,48000,2049,257,8192,8,2,1.5185723e-06,0.00310232497,0.039487303,17.9362994,7.50130173,241,2.89990254e-13
deep-notch,mixed-phase,48000,2049,257,8192,16,1,3.60514653e-06,0.00714347074,0.0915048553,25.9362981,7.50130818,225,7.11919412e-12
deep-notch,mixed-phase,48000,2049,257,8192,24,1,1.07766304e-05,0.0201080686,0.257381744,33.9364951,7.50143128,209,6.52629173e-10
deep-notch,mixed-phase,48000,2049,257,8192,32,1,2.88858656e-05,0.0434541364,0.573313719,41.93673,7.50230944,193,1.83052908e-08
deep-notch,mixed-phase,48000,2049,257,8192,40,1,0.000147433846,0.122320363,1.61287832,49.9373456,7.50580797,177,1.36616547e-06
deep-notch,mixed-phase,48000,2049,257,8192,48,1,0.000519335599,0.243571376,3.0794118,57.9464362,7.49583408,161,2.39482787e-05
deep-notch,mixed-phase,48000,2049,257,8192,56,3,0.00323575115,0.715154315,9.36549371,65.9981897,7.5740899,145,0.0121323902
deep-notch,mixed-phase,48000,2049,257,8192,64,2,0.0166930085,0.797990779,15.2798998,73.9322615,8.17057458,129,0.00688696275
deep-notch,mixed-phase,48000,2049,257,8192,72,2,0.00397136536,1.04698138,23.9769099,80.8570293,7.03249026,113,0.0159833682
deep-notch,mixed-phase,48000,2049,257,8192,80,2,0.0235344123,1.65713357,43.9273769,89.1616237,8.0972175,97,0.0266399504
deep-notch,mixed-phase,48000,2049,257,8192,88,2,0.0116522434,1.12358105,29.493478,96.428496,6.23342873,81,0.020347501
deep-notch,mixed-phase,48000,2049,257,8192,96,1,0.00399898817,1.62126359,60.7794801,102.725111,4.83251522,65,0.0301637904
deep-notch,mixed-phase,48000,2049,257,8192,104,2,0.0019243992,0.833098222,9.06107861,108.960425,3.68371182,49,0.0445313785
deep-notch,mixed-phase,48000,2049,257,8192,112,1,0.00030426016,0.135459739,1.81951116,115.83926,1.75068603,33,0.0490463041
deep-notch,mixed-phase,48000,2049,257,8192,120,1,0.000208556712,0.163289164,1.98208512,121.802218,1.37500474,17,0.0700166197
deep-notch,mixed-phase,48000,2049,257,8192,128,0,8.94462145e-05,0.173214272,2.00908395,128,2.33552305e-13,1,0.0642720828
deep-notch,mixed-phase,48000,2049,513,8192,0,0,1.19874712e-14,2.77958105e-11,3.56824306e-10,9.93629466,7.50130656,513,0
deep-notch,mixed-phase,48000,2049,513,8192,16,1,1.33822674e-13,3.0190245e-10,3.84944288e-09,25.9362947,7.50130656,481,0
deep-notch,mixed-phase,48000,2049,513,8192,32,1,1.39654016e-12,3.0266198e-09,3.85210249e-08,41.9362947,7.50130656,449,0
deep-notch,mixed-phase,48000,2049,513,8192,48,2,1.36138767e-11,2.83444082e-08,3.62543347e-07,57.9362947,7.50130656,417,0
deep-notch,mixed-phase,48000,2049,513,8192,64,1,1.24773975e-10,2.524753e-07,3.24317271e-06,73.9362947,7.50130656,385,0
deep-notch,mixed-phase,48000,2049,513,8192,80,1,1.083938e-09,2.17074516e-06,2.75136388e-05,89.9362947,7.50130655,353,0
deep-notch,mixed-phase,48000,2049,513,8192,96,2,8.96481707e-09,1.8033838e-05,0.000228066979,105.936295,7.50130654,321,0
deep-notch,mixed-phase,48000,2049,513,8192,112,1,7.0397699e-08,0.000142760912,0.00182192387,121.936295,7.50130646,289,0
deep-notch,mixed-phase,48000,2049,513,8192,128,1,5.2001245e-07,0.00105535033,0.0135548678,137.936292,7.50130858,257,9.99200722e-15
deep-notch,mixed-phase,48000,2049,513,8192,144,12,3.53972246e-06,0.00710603809,0.0912254282,153.936389,7.50138053,225,1.08343634e-09
deep-notch,mixed-phase,48000,2049,513,8192,160,1,2.30380574e-05,0.0436348866,0.570432092,169.936541,7.50156379,193,3.59953792e-08
deep-notch,mixed-phase,48000,2049,513,8192,176,1,0.000715079599,0.242878031,2.9705656,185.945974,7.50710604,161,3.47939382e-05
deep-notch,mixed-phase,48000,2049,513,8192,192,3,0.0110120617,0.67845531,11.1676122,201.965224,7.48787509,129,0.00090994328
deep-notch,mixed-phase,48000,2049,513,8192,208,1,0.0070440811,0.929488964,14.4607528,217.049918,6.83965534,97,0.019250779
deep-notch,mixed-phase,48000,2049,513,8192,224,1,0.00054011062,0.126738618,1.48653355,230.913647,4.93074667,65,0.0311298687
deep-notch,mixed-phase,48000,2049,513,8192,240,2,6.66267364e-08,2.62782878e-05,0.000323946953,243.843876,1.74640901,33,0.0490567542
deep-notch,mixed-phase,48000,2049,513,8192,256,0,1.03038504e-08,2.24863842e-05,0.000282809943,256,8.64991511e-13,1,0.0642720903
deep-notch,mixed-phase,48000,2049,1025,8192,0,0,2.8848203e-16,1.57986747e-13,3.21121046e-12,9.93629466,7.50130656,1025,0
deep-notch,mixed-phase,48000,2049,1025,8192,32,2,1.19051175e-15,1.75943838e-13,3.45614964e-12,41.9362947,7.50130656,961,0
deep-notch,mixed-phase,48000,2049,1025,8192,64,1,5.22490489e-16,2.19006721e-13,3.5005087e-12,73.9362947,7.50130656,897,0
deep-notch,mixed-phase,48000,2049,1025,8192,96,2,7.45068753e-16,1.67677005e-13,3.01545199e-12,105.936295,7.50130656,833,0
deep-notch,mixed-phase,48000,2049,1025,8192,128,2,8.57557413e-16,1.91628016e-13,3.87273911e-12,137.936295,7.50130656,769,0
deep-notch,mixed-phase,48000,2049,1025,8192,160,1,5.10235547e-16,2.3199248e-13,6.1581952e-12,169.936295,7.50130656,705,0
deep-notch,mixed-phase,48000,2049,1025,8192,192,2,2.75780185e-16,1.47290367e-13,2.72615375e-12,201.936295,7.50130656,641,0
deep-notch,mixed-phase,48000,2049,1025,8192,224,2,4.26485604e-16,2.70201879e-13,5.43591393e-12,233.936295,7.50130656,577,0
deep-notch,mixed-phase,48000,2049,1025,8192,256,2,1.19805103e-14,2.77893618e-11,3.54064401e-10,265.936295,7.50130656,513,0
deep-notch,mixed-phase,48000,2049,1025,8192,288,1,1.39654178e-12,3.02661674e-09,3.85147529e-08,297.936295,7.50130656,449,0
deep-notch,mixed-phase,48000,2049,1025,8192,320,1,1.24773976e-10,2.52475316e-07,3.24317017e-06,329.936295,7.50130656,385,0
deep-notch,mixed-phase,48000,2049,1025,8192,352,2,1.21750286e-07,1.7942639e-05,0.000219843401,361.936295,7.50130654,321,4.28546088e-14
deep-notch,mixed-phase,48000,2049,1025,8192,384,1,1.70025673e-05,0.000468817371,0.00415691346,393.936292,7.50130849,257,1.18521887e-08
deep-notch,mixed-phase,48000,2049,1025,8192,416,1,6.96674974e-05,0.00229200343,0.0362290948,425.93623,7.50134375,193,2.50315863e-05
deep-notch,mixed-phase,48000,2049,1025,8192,448,1,0.00827690849,0.32703502,3.65253588,457.841485,7.43087039,129,0.00982281383
deep-notch,mixed-phase,48000,2049,1025,8192,480,1,2.68262978e-05,0.00673909433,0.0760538476,486.916081,4.9320476,65,0.0311210175
deep-notch,mixed-phase,48000,2049,1025,8192,512,0,1.78317321e-16,1.42196101e-13,2.42721223e-12,512,3.20605194e-12,1,0.0642720903
deep-notch,linear-phase,48000,2049,65,8192,32,0,0.0297474547,5.20263789,38.7041489,32,3.18693044e-13,1,0.0634323641
deep-notch,linear-phase,48000,2049,129,8192,64,0,0.00463293756,2.80794744,47.9722244,64,8.43706598e-11,1,0.0642497876
deep-notch,linear-phase,48000,2049,193,8192,96,0,0.000682731748,1.13446311,27.7950317,96,2.08277959e-12,1,0.0642716385
deep-notch,linear-phase,48000,2049,257,8192,128,0,8.94462145e-05,0.173214272,2.00908395,128,2.33552305e-13,1,0.0642720828
deep-notch,linear-phase,48000,2049,321,8192,160,0,1.04679972e-05,0.0214890602,0.276141668,160,3.36644216e-13,1,0.0642720902
deep-notch,linear-phase,48000,2049,385,8192,192,0,1.12495452e-06,0.0023355739,0.0291720486,192,4.44148602e-13,1,0.0642720903
deep-notch,linear-phase,48000,2049,449,8192,224,0,1.12105398e-07,0.000236743421,0.00292617493,224,5.0208538e-13,1,0.0642720903
deep-notch,linear-phase,48000,2049,513,8192,256,0,1.03038504e-08,2.24863842e-05,0.000282809943,256,8.64991511e-13,1,0.0642720903
deep-notch,linear-phase,48000,2049,577,8192,288,0,8.61202498e-10,1.95810323e-06,2.50167423e-05,288,9.02363258e-13,1,0.0642720903
deep-notch,linear-phase,48000,2049,641,8192,320,0,6.50908461e-11,1.52562434e-07,1.96780356e-06,320,1.132463e-12,1,0.0642720903
deep-notch,linear-phase,48000,2049,705,8192,352,0,4.53631175e-12,1.06071801e-08,1.37196179e-07,352,1.20347264e-12,1,0.0642720903
deep-notch,linear-phase,48000,2049,769,8192,384,0,3.06472429e-13,6.84586382e-10,8.82258282e-09,384,1.635228e-12,1,0.0642720903
deep-notch,linear-phase,48000,2049,833,8192,416,0,2.08608407e-14,4.44877412e-11,5.65687992e-10,416,1.54252844e-12,1,0.0642720903
deep-notch,linear-phase,48000,2049,897,8192,448,0,1.40081079e-15,3.00369455e-12,3.89781162e-11,448,1.96620266e-12,1,0.0642720903
deep-notch,linear-phase,48000,2049,961,8192,480,0,2.25543139e-16,2.65042217e-13,4.32211571e-12,480,2.24980459e-12,1,0.0642720903
deep-notch,linear-phase,48000,2049,1025,8192,512,0,1.78317321e-16,1.42196101e-13,2.42721223e-12,512,3.20605194e-12,1,0.0642720903
room-correction,mixed-phase,48000,2049,129,8192,0,0,0.0238862854,0.718057418,12.9125359,0.553448184,1.72633474,129,0
room-correction,mixed-phase,48000,2049,129,8192,4,1,0.0251396735,0.721610452,12.8718953,4.56102489,1.68827773,121,0.0005171967
room-correction,mixed-phase,48000,2049,129,8192,8,2,0.0254179846,0.724121631,13.1247591,8.58433394,1.65283629,113,0.00259316629
room-correction,mixed-phase,48000,2049,129,8192,12,4,0.026542191,0.734995477,13.1743607,12.6496965,1.84979455,105,0.0145309218
room-correction,mixed-phase,48000,2049,129,8192,16,4,0.0285589643,0.778930335,13.7290996,16.6276544,1.76940188,97,0.0290058928
room-correction,mixed-phase,48000,2049,129,8192,20,1,0.0271526345,0.825700592,13.8346558,20.5536791,1.42865747,89,0.00493499773
room-correction,mixed-phase,48000,2049,129,8192,24,1,0.0266759621,0.81908927,13.2168182,24.5574064,1.42463016,81,0.00539993588
room-correction,mixed-phase,48000,2049,129,8192,28,1,0.0277209204,0.818399316,13.8038505,28.5639972,1.46086623,73,0.00727363854
room-correction,mixed-phase,48000,2049,129,8192,32,1,0.0280302727,0.833196972,13.5818166,32.5638628,1.54054679,65,0.00860890499
room-correction,mixed-phase,48000,2049,129,8192,36,1,0.0283706044,0.829572145,13.4059502,36.5592839,1.48537333,57,0.0102967017
room-correction,mixed-phase,48000,2049,129,8192,40,1,0.0288293743,0.833979002,13.2279538,40.548542,1.31798967,49,0.0137509696
room-correction,mixed-phase,48000,2049,129,8192,44,1,0.0259779154,0.850105434,12.5445183,44.5449142,1.2715527,41,0.0110840068
room-correction,mixed-phase,48000,2049,129,8192,48,2,0.0411192865,1.47762907,17.0566169,48.3828993,2.50301107,33,0.0364902172
room-correction,mixed-phase,48000,2049,129,8192,52,2,0.0458611481,0.994208451,13.6396314,53.0399782,1.97544752,25,0.0657334279
room-correction,mixed-phase,48000,2049,129,8192,56,1,0.0672878044,2.34903942,29.7003964,56.4811746,1.07446177,17,0.0978831098
room-correction,mixed-phase,48000,2049,129,8192,60,2,0.0293517724,1.01420372,12.6555125,60.5123304,0.924338534,9,0.0180606286
room-correction,mixed-phase,48000,2049,129,8192,64,0,0.02508558,0.905176075,11.9498554,64,7.2149703e-14,1,0.0439288916
room-correction,mixed-phase,48000,2049,257,8192,0,0,0.0183218263,0.722299182,19.6322841,0.581496631,3.43907507,257,0
room-correction,mixed-phase,48000,2049,257,8192,8,7,0.0282177641,0.793261148,20.9149771,8.81373543,2.98039512,241,0.107922737
room-correction,mixed-phase,48000,2049,257,8192,16,1,0.0219238212,0.81769425,21.1955159,16.5922441,3.66563606,225,0.0047157337
room-correction,mixed-phase,48000,2049,257,8192,24,3,0.0229615237,0.791602116,15.6337934,24.604709,2.90131776,209,0.0285088035
room-correction,mixed-phase,48000,2049,257,8192,32,3,0.0221031592,0.764386761,13.0762139,32.6266698,2.84668853,193,0.0284848821
room-correction,mixed-phase,48000,2049,257,8192,40,3,0.0215996048,0.737897187,10.1050468,40.5925007,2.29619398,177,0.0283998845
room-correction,mixed-phase,48000,2049,257,8192,48,4,0.0223051978,0.711081902,9.42109526,48.5970075,2.24231546,161,0.0542696533
room-correction,mixed-phase,48000,2049,257,8192,56,3,0.0219324321,0.698853014,9.32250445,56.5900812,2.12442605,145,0.0318594833
room-correction,mixed-phase,48000,2049,257,8192,64,3,0.0226991793,0.681472776,9.54163709,64.5784342,1.83335574,129,0.03788615
room-correction,mixed-phase,48000,2049,257,8192,72,3,0.0242649076,0.679864224,9.65585893,72.5853328,2.28825962,113,0.0508510124
room-correction,mixed-phase,48000,2049,257,8192,80,1,0.0246989835,0.797727179,10.4717673,80.5551283,1.47645507,97,0.014075964
room-correction,mixed-phase,48000,2049,257,8192,88,1,0.0247392088,0.838687832,10.2327621,88.5555432,1.39043599,81,0.0162027978
room-correction,mixed-phase,48000,2049,257,8192,96,1,0.0283739838,0.905401978,9.97369389,96.5503838,1.34988194,65,0.020739693
room-correction,mixed-phase,48000,2049,257,8192,104,1,0.0313589446,1.0610475,10.5864023,104.53585,1.29662827,49,0.0319705034
room-correction,mixed-phase,48000,2049,257,8192,112,1,0.0322798471,2.13216753,43.3415919,112.481684,1.03088302,33,0.0392024487
room-correction,mixed-phase,48000,2049,257,8192,120,1,0.0304041517,2.00065734,47.7561076,120.448087,0.86211423,17,0.0341815759
room-correction,mixed-phase,48000,2049,257,8192,128,0,0.0205911412,1.38069554,24.6411806,128,2.82807936e-13,1,0.0441044565
room-correction,mixed-phase,48000,2049,513,8192,0,0,0.00885219347,0.555044395,19.8530941,0.622590246,8.97907692,513,0
room-correction,mixed-phase,48000,2049,513,8192,16,12,0.0113626899,0.544336724,14.3324289,16.7241218,6.06083137,481,0.0396021671
room-correction,mixed-phase,48000,2049,513,8192,32,11,0.0108282254,0.52951399,11.4880519,32.6971037,5.3138773,449,0.0358722204
room-correction,mixed-phase,48000,2049,513,8192,48,9,0.0110279575,0.532743307,13.0392965,48.6478325,5.43164419,417,0.0223593199
room-correction,mixed-phase,48000,2049,513,8192,64,12,0.0117004959,0.53542291,14.3213699,64.6562375,5.23050418,385,0.0507527536
room-correction,mixed-phase,48000,2049,513,8192,80,10,0.0124591612,0.546785903,13.4832124,80.6461715,4.49302216,353,0.0342079192
room-correction,mixed-phase,48000,2049,513,8192,96,6,0.0132198695,0.569881253,12.4694098,96.6279933,3.56828553,321,0.0244709942
room-correction,mixed-phase,48000,2049,513,8192,112,3,0.0144671394,0.651465466,16.4798932,112.612064,3.41991234,289,0.0196487521
room-correction,mixed-phase,48000,2049,513,8192,128,2,0.0163276807,0.695052836,15.3791628,128.609795,3.47205173,257,0.0180394064
room-correction,mixed-phase,48000,2049,513,8192,144,1,0.0187563573,0.757183958,15.263027,144.596649,3.76447579,225,0.00807965618
room-correction,mixed-phase,48000,2049,513,8192,160,2,0.0200614273,0.761055063,11.86964,160.603337,3.05713226,193,0.021460136
room-correction,mixed-phase,48000,2049,513,8192,176,2,0.0214272077,0.66626198,9.68701729,176.576493,1.72616105,161,0.0176701376
room-correction,mixed-phase,48000,2049,513,8192,192,1,0.0200252601,0.584504794,9.31052299,192.552782,1.60582633,129,0.0113826842
room-correction,mixed-phase,48000,2049,513,8192,208,3,0.0163862829,1.30695434,52.3899802,208.381112,2.2862307,97,0.0252035456
room-correction,mixed-phase,48000,2049,513,8192,224,3,0.0139185854,1.15842178,28.416478,224.347747,2.11763253,65,0.0194900913
room-correction,mixed-phase,48000,2049,513,8192,240,3,0.0143372052,1.05065065,32.4167684,240.422442,2.25359843,33,0.0727658341
room-correction,mixed-phase,48000,2049,513,8192,256,0,0.0122858993,1.0427283,31.8317744,256,2.54277608e-12,1,0.0443356368
room-correction,mixed-phase,48000,2049,1025,8192,0,0,0.000579657057,0.0456131936,0.813798706,0.614772585,4.9688292,1025,0
room-correction,mixed-phase,48000,2049,1025,8192,32,12,0.000906790088,0.0690318123,1.21745674,32.6175062,5.0550814,961,8.64000177e-06
room-correction,mixed-phase,48000,2049,1025,8192,64,12,0.00134382393,0.0983047476,1.76520453,64.6188324,5.1324577,897,4.96115884e-05
room-correction,mixed-phase,48000,2049,1025,8192,96,12,0.00191454172,0.134235449,2.52761645,96.6211879,5.20819673,833,0.000209390114
room-correction,mixed-phase,48000,2049,1025,8192,128,12,0.00267992111,0.181333545,3.56200308,128.625543,5.30133161,769,0.000911493869
room-correction,mixed-phase,48000,2049,1025,8192,160,12,0.00391441411,0.256319709,6.32555904,160.63389,5.67422576,705,0.00607877441
room-correction,mixed-phase,48000,2049,1025,8192,192,1,0.00593426624,0.384107476,10.7837016,192.614265,6.60360592,641,0.000469301612
room-correction,mixed-phase,48000,2049,1025,8192,224,1,0.00964787268,0.538460676,15.4814881,224.636331,7.62007438,577,0.00391590396
room-correction,mixed-phase,48000,2049,1025,8192,256,2,0.00857755314,0.505711153,8.09195298,256.64996,6.39498964,513,0.00141284381
room-correction,mixed-phase,48000,2049,1025,8192,288,1,0.0104069847,0.595608552,13.1356864,288.616915,6.08311496,449,0.00121612823
